itemID|brand|feature_1|feature_2|feature_3|feature_4|feature_5|categories
9769|612|10|1|503|0|17|[870, 2032, 411]
11060|822|10|2|534|0|29|[1045, 1358, 1628]
11589|322|6|1|536|0|46|[1440]
16960|994|10|0|421|3|3|[3224, 2690]
17116|322|6|0|536|0|46|[3810]
29025|239|4|1|462|0|10|
6800|994|10|0|421|3|3|[3224, 2690]
21169|239|4|1|462|0|10|
29069|822|10|0|534|0|29|[1045, 1628]
19089|1337|10|2|-1|0|101|
24264|1232|6|0|358|3|98|[3468, 1981]
23694|61|4|0|-1|-1|144|[3906, 1554]
3544|147|10|0|503|3|17|[1775, 1079, 4073, 3948]
26326|432|4|1|495|0|33|[2136]
8232|734|10|0|276|3|45|[2624, 3259, 2144, 2984, 88]
2812|61|4|0|-1|-1|144|[3906, 1554]
21836|317|4|0|522|0|78|[3900, 3910, 3902, 3903, 2790]
1544|933|10|1|503|0|84|[3262, 1733, 1083, 1247, 1848]
30206|718|10|1|503|0|17|
5832|484|10|1|508|0|8|[3639, 3613]
22771|484|10|1|508|0|8|[3639, 3613]
16635|612|10|1|503|0|180|[3262, 3339, 3273]
13649|718|10|0|503|0|17|
29629|484|10|0|508|0|8|[3639, 3613]
3953|612|10|1|503|0|17|[578, 720]
9895|484|10|2|503|0|17|[1392, 2995]
29894|990|4|1|474|0|-1|[3867, 1998, 2521, 3025, 46, 1313, 76]
2014|322|6|1|536|0|46|[1440]
8636|322|6|1|536|0|46|[3810]
1070|600|4|1|484|3|66|[1608]
9867|240|4|0|466|0|-1|[316, 3709, 2139, 947]
2762|219|4|1|536|0|144|[3278]
4015|150|4|1|453|0|108|
21242|150|4|1|453|0|108|[1794]
31359|219|4|1|536|0|144|[3278]
6362|61|4|0|-1|-1|144|[300, 3906, 1554]
29|61|4|0|-1|-1|144|[3906, 1554]
9390|827|4|0|491|3|144|[1366, 1518, 3900, 3901, 3905, 3903]
744|61|6|0|-1|-1|117|[3906, 1554]
32235|322|6|1|536|0|46|[3810]
3250|933|10|0|503|0|85|[3262, 1733, 1083, 2325, 907]
14078|1025|10|2|509|0|137|[667]
13629|933|10|2|502|0|90|[3262, 2833, 1091, 1733, 1083, 2325, 2334]
20149|827|4|2|491|3|66|[3900, 3901, 3905, 3902, 3903, 1524, 1807, 385, 1705, 975]
15279|1040|4|0|452|0|12|[3900, 3901, 3904, 3903, 3910, 3911, 1405, 2570]
117|322|4|0|536|0|117|[1922, 3393, 1540]
15972|1040|4|0|452|0|12|[3900, 3901, 3904, 3903, 3910, 3911, 1405, 2570]
18934|1040|4|0|452|0|12|[3900, 3901, 3904, 3903, 3910, 1373, 3911, 1405, 2570]
31318|1040|4|0|452|0|12|[3900, 3901, 3904, 3903, 3910, 3911, 1405, 2570]
20115|810|10|0|502|0|90|[2833, 2334]
21752|1040|4|0|452|0|12|[3900, 3901, 3904, 3903, 3910, 3911, 1405, 2570]
29874|806|4|1|452|3|173|
29106|752|4|2|30|3|163|
915|1366|10|0|537|0|28|[813, 156, 4101]
6852|752|4|2|30|3|163|
28669|772|10|2|509|0|132|[3262]
20784|1125|10|0|505|0|85|[2197, 574]
10975|1240|4|0|453|3|166|[3254, 2420, 2147]
23894|1240|4|0|453|3|166|[3254, 2420, 2147]
13692|1337|4|0|491|0|66|[1807]
20301|1040|4|0|452|0|12|[3900, 3901, 3904, 3903, 3910, 3911, 1405, 2570]
30617|576|4|2|474|0|-1|[3900, 3910, 3902, 3903, 4003, 3911, 3901]
16204|1249|10|1|526|0|101|
20683|1383|10|0|503|0|-1|[146, 1138]
2538|322|4|1|536|0|144|
25947|369|4|2|474|0|-1|[2402, 281, 2447, 3274, 2329]
25403|840|10|1|51|3|127|[327, 2897, 3413, 4027]
24719|239|4|1|462|0|-1|
476|484|10|1|502|0|178|[3639]
2389|239|4|1|462|0|-1|
2814|840|10|1|51|3|127|[327, 2897, 3413, 4027, 3920, 4028]
26641|810|10|0|509|0|179|[328, 667]
16903|238|10|1|197|3|141|[3675]
30457|238|10|0|197|3|115|[74, 3675, 78, 3964]
30544|962|4|1|536|3|1|
12891|771|10|1|500|0|-1|[879, 1855]
4110|553|4|1|472|0|-1|
2441|771|10|1|500|0|-1|[879, 1855]
17693|61|6|2|-1|-1|144|[3906, 1554]
8171|1126|10|0|308|3|-1|[2005, 1505, 2389, 476, 3662, 3399, 507, 1000, 3907, 3917, 3953, 4106]
1595|993|4|0|487|3|144|[1524, 1807, 1368, 434]
7233|20|10|0|448|0|132|[1501, 2839, 21, 1459, 1906, 2023, 3966, 3670, 278, 2167, 1793, 1664]
25747|1438|10|1|525|0|-1|[3099]
20286|238|10|0|197|3|122|[74, 3675, 3964]
6241|1496|6|0|377|0|38|[2389, 1627, 219, 3625]
11546|238|10|1|503|3|36|[1775, 1956, 3585, 2539, 4136]
4785|378|10|2|419|3|6|[3224, 2580, 701]
22266|1083|4|2|491|3|66|[855, 2890, 3908, 1807]
20492|569|4|3|23|0|151|[545, 3271]
32281|569|4|3|23|0|151|[545, 3271]
12158|598|4|1|487|0|66|[1608]
17019|598|4|1|487|0|66|[1608]
5910|598|4|1|487|0|66|[1608]
25865|1127|4|0|396|0|144|[2256, 41, 1518]
6731|1127|4|0|396|0|144|[2256, 41, 1518]
5876|1180|10|0|522|3|45|[2790, 3924, 1846, 3915]
5450|1180|10|1|522|3|45|[2790, 871, 3516, 2581, 278, 1482, 2167, 3924, 1846, 1164, 3914, 2209, 4008, 3913, 3915, 3912]
27161|406|10|0|507|0|17|[2091, 2731, 1421, 830, 557]
11277|656|10|1|522|0|17|[2790, 178, 3625]
18833|322|4|0|536|0|144|[1415, 3078, 1392, 3745, 1767, 160, 1394, 3540, 3230, 2125, 3589, 1849]
9114|444|4|1|510|3|153|[824, 444]
12980|1136|10|1|515|0|156|[1176, 536]
28391|219|10|1|536|0|156|
7079|378|10|3|419|3|6|[3224, 2580, 701]
11989|238|10|1|503|3|-1|[1956]
16858|1492|4|1|486|3|66|[1980, 2034]
2746|61|6|2|-1|-1|144|[3393, 1554]
1507|627|4|1|452|0|12|
8339|159|6|1|497|0|13|[2035, 862]
6400|159|6|1|497|0|13|
27198|71|4|0|432|0|159|[2097, 1348]
404|71|4|0|432|0|159|[2097, 1306, 1311, 1348]
5091|21|10|1|308|0|84|[1772, 4192]
21982|1057|4|1|491|3|66|[1807]
14152|122|4|0|444|3|66|[1402, 871, 1849, 1053, 587, 3915, 3912]
17198|392|10|0|505|0|126|[1402, 1450]
8719|122|4|0|444|3|66|[2209, 1402, 1760, 1849, 1053, 587, 3915, 3912, 1763]
24392|392|10|0|505|0|84|[1402, 1053, 3591]
17316|132|4|0|466|0|-1|[3548, 4019, 2851, 2578]
9770|392|10|0|505|0|29|[137, 3136]
6088|322|6|1|536|0|46|[3810]
3107|1492|4|0|486|3|66|[1980, 2034]
8876|157|4|0|469|0|51|[407, 323, 2830]
16505|150|10|1|512|0|-1|
15646|1492|4|0|486|3|66|[914, 2938]
6540|1492|4|1|486|3|66|[914, 2938]
30582|1040|4|1|453|0|108|
2219|1492|4|1|486|3|66|[2577]
18302|1379|10|1|536|0|91|[300, 2582]
21792|1492|4|1|486|3|66|[2464, 2577]
3047|771|10|2|500|0|-1|[879, 1855]
9680|322|6|1|536|0|46|[1440]
22120|322|6|0|536|0|122|[1438, 856]
29503|406|10|0|504|0|9|[3604, 3533]
15086|1492|4|1|486|3|66|[2464, 2577]
5992|627|4|1|452|0|12|
14640|627|4|1|452|0|12|
14808|627|4|1|452|0|12|
12594|392|10|1|505|0|126|[1402, 718]
18902|207|4|0|321|0|144|[30, 3268, 2104, 3944, 3945, 3937]
23121|617|4|1|147|0|1|[274, 975]
17950|239|4|1|455|0|166|
19913|207|4|3|321|0|144|[30, 935, 3253, 3113, 3268, 2104, 3944, 3945, 3937]
24446|1484|4|0|510|0|37|[824, 3259, 3900, 3903, 3349, 3734]
22232|239|4|1|462|0|-1|
6324|150|10|1|522|0|85|
15951|656|10|1|503|0|29|[870, 2833, 146, 1138]
13912|322|6|1|536|0|46|[3810]
25446|322|6|1|536|0|46|[3810]
10143|363|4|0|486|0|117|[1980]
20078|150|10|2|503|0|132|
26728|906|4|0|370|3|89|[3836]
10204|23|6|1|491|0|117|[1916]
273|23|6|1|491|0|117|
21402|1126|10|3|25|0|139|[545, 3409, 3915, 3801, 4017]
9933|993|4|1|487|0|66|[81, 2130, 1807, 2469]
4520|143|6|1|46|0|69|
8691|143|6|1|46|0|69|[327, 4021, 4002]
30074|525|10|2|504|3|17|[2197]
16296|143|6|0|46|0|69|[327, 4021, 4002]
14107|1207|6|1|486|0|111|[396]
18952|322|6|1|536|0|46|[3810]
13796|322|4|1|536|0|144|
31389|1017|4|0|501|0|-1|[2011, 3459, 293, 111, 294, 4086]
10066|157|4|1|470|0|82|
25908|322|4|1|536|0|144|[3810]
32722|1445|10|0|-1|-1|-1|[2209, 2320, 3283, 152, 3570, 1326, 2817]
3341|1445|6|0|-1|-1|45|[2209, 74, 3283, 3969]
2406|704|6|1|5|0|45|[585, 1055, 1479]
9851|1445|10|0|-1|-1|190|[2209, 450, 3283, 2921, 3778, 1868, 3331, 3799]
32677|704|6|1|5|0|45|[1055, 1479]
30050|21|10|2|308|0|84|
17047|1445|3|0|-1|-1|-1|[2209, 1360, 3283, 2257, 742]
26028|1445|10|2|-1|-1|24|[2209, 3245, 3208, 3283, 2257]
12500|389|4|0|474|0|-1|[1998, 1040]
15212|494|6|1|525|3|117|[363, 2079]
19301|772|10|2|503|0|17|[3900, 3901, 3902, 3903, 2833, 411]
12460|1017|10|1|501|0|-1|[277, 293, 111, 294]
12786|492|6|1|487|0|117|
10720|323|4|0|491|3|53|[3900, 3905, 3903, 3910, 2256, 1366, 41, 1518]
3902|323|4|0|491|3|53|[3900, 3905, 3903, 3910, 2256, 1366, 41, 1518]
2086|513|4|1|487|0|66|
24227|323|10|0|265|3|45|[3259, 3900, 3901, 978]
15360|950|4|2|491|0|66|
8305|323|10|0|276|3|45|[3900, 3901, 3902, 3903, 3910, 3349]
20341|887|10|1|503|3|77|[578, 1019, 3613]
23491|887|4|1|508|3|8|[3639, 3613]
651|1060|10|2|536|3|91|
11518|752|4|1|39|3|140|[327, 3978]
331|887|4|1|508|3|8|[3639, 3613]
19766|887|4|1|508|3|8|[3639, 3613]
7957|157|10|1|150|0|61|
30648|887|4|1|508|3|8|[3639, 3613]
17146|887|6|1|508|3|128|[3639, 3613]
27231|140|4|1|458|0|-1|
13303|455|4|1|335|3|109|[3198, 3901]
13903|1371|10|0|388|3|127|[742, 3489, 214, 3915]
6930|406|10|0|503|0|9|[1350, 1571]
14178|950|4|1|491|0|66|[1807]
5442|887|6|0|508|3|128|[3901, 3900, 3902, 3903, 3910, 3639, 3613]
12220|887|6|0|508|3|128|[3901, 3900, 3902, 3903, 3910, 3639, 3613]
31711|430|4|1|432|0|159|[1348]
3925|887|6|0|508|3|128|[3639, 3613]
5782|430|4|1|432|0|159|[1348]
6702|752|10|1|158|3|147|
25108|752|10|1|158|3|147|
25984|887|10|3|504|3|17|[3604, 2103, 1041, 3613]
15237|887|10|1|502|3|85|[3901, 3900, 3902, 3903, 3910, 3262, 2325, 3613]
32055|1151|4|1|491|3|16|[218, 1807, 2464]
22394|887|10|2|503|3|77|[3901, 3900, 3902, 3903, 3910, 146, 1138, 3613]
30386|1366|10|1|537|0|152|[2834]
19234|887|10|1|505|3|101|[3901, 3900, 3902, 3903, 3910, 3017, 3613, 208]
26016|362|4|1|453|3|108|[3254, 1734]
8111|1368|4|1|474|0|-1|[399, 3293]
24296|1206|10|0|421|3|25|[3224, 2690, 2700]
11465|933|10|1|503|0|17|[1733]
16613|933|10|1|503|0|17|[870, 2833, 1733, 1083, 3090, 411]
8917|410|10|0|411|0|3|[2580, 1670, 751, 3453]
31862|950|4|1|491|0|66|
21280|410|10|0|421|0|3|[3224, 2690, 1465]
7646|123|10|1|536|0|19|[1022]
4172|671|10|1|340|0|84|[562, 2389, 1701]
21777|14|4|1|474|0|166|[3254]
2332|14|4|1|474|0|166|
25768|887|10|1|505|3|183|[2387, 3136]
4390|289|10|1|207|3|84|[1202]
25758|887|10|3|503|3|101|[3502, 3613]
13257|14|4|1|474|0|166|[1505, 289, 1453, 1509, 4036, 3907]
14068|887|10|1|503|3|101|[3502, 3613]
20088|289|10|1|207|3|84|[1202]
4060|671|6|1|5|0|45|[585, 1479]
20942|887|10|2|503|3|101|[3901, 3900, 3902, 3903, 3910, 3502, 3613]
15123|671|6|1|5|0|45|[585, 1479]
12663|363|10|0|503|3|17|[1091, 1760, 2125, 3915, 3976, 1138, 3914, 1164, 3913]
14019|887|10|1|503|3|184|[3901, 3900, 3902, 3903, 3910, 2833, 1091, 1229, 3613]
19435|363|10|0|503|3|17|[2833, 1138]
3808|887|6|1|502|3|185|[3901, 3900, 3902, 3903, 3911, 3424]
30649|827|4|0|487|3|144|[3138, 2470]
1026|887|10|1|503|3|85|[3901, 3900, 3902, 3903, 3910, 3424, 3613]
8298|887|10|1|503|3|9|[3901, 3900, 3902, 3903, 3910, 146, 1091, 1138, 3613]
28923|887|10|1|503|3|152|[3901, 3900, 3902, 3903, 3910, 3262, 1091, 498, 3613]
4437|146|10|0|468|0|132|[1505, 4193]
18721|1120|6|1|495|0|146|[2136]
29959|321|4|2|450|0|-1|
21654|1411|4|0|401|0|44|[3051, 169, 1879, 2612, 3668, 2547, 3047, 2738, 3514, 2259]
7607|321|4|2|450|0|-1|
6098|1325|4|0|466|0|-1|[316, 178, 3760, 2601, 3807, 3625]
11354|14|4|1|452|0|12|
28388|14|4|1|452|0|12|[1505, 289, 1405]
18697|1333|6|2|491|0|117|[807, 3625]
17258|14|4|1|452|0|12|[1505, 289, 1405]
9117|14|4|1|452|0|12|[1505, 289, 1405]
32399|140|4|1|457|0|-1|[1114, 3800]
30953|887|10|1|503|3|186|[3901, 3900, 3902, 3903, 3910, 2833, 150, 522, 3613]
29635|140|4|0|457|0|-1|[281]
4143|1232|6|2|496|0|146|[2136]
10346|140|4|1|457|0|-1|
22619|267|10|0|514|0|190|[450, 3778, 1868, 3331, 3799, 2323]
20923|887|10|1|503|3|5|[3901, 3900, 3902, 3903, 3910, 578, 522, 3613]
31840|267|10|2|515|0|190|[2872, 2323]
31633|1424|6|1|3|3|84|[4194]
18726|77|6|1|491|0|-1|
1088|362|4|1|453|0|108|
26132|1424|6|1|3|3|84|[3107, 2085, 4194]
25721|362|4|1|453|0|108|
10968|1195|4|1|491|3|66|[3910, 1524]
4295|1017|4|1|474|0|-1|
23820|322|4|1|536|0|144|
2843|322|6|1|536|0|46|[1221]
17667|322|4|1|536|0|144|
21548|1411|4|1|401|0|44|[3051, 169, 1879, 2612, 3668, 2547, 3047, 2738, 3514, 2259]
32017|906|4|0|491|3|66|[2277, 1524, 1807]
27718|455|4|1|453|0|-1|
9818|1142|4|1|432|3|-1|[3548, 3916]
16793|84|6|1|217|3|17|[74, 3934]
4772|1142|4|1|432|3|-1|[3548, 1243]
32710|590|4|1|474|0|-1|[399, 3293]
2625|1267|4|2|485|0|142|
22866|322|6|2|536|0|46|
27316|615|4|3|466|0|-1|[1854, 592]
15630|1201|10|0|535|3|127|[3185]
21260|82|4|1|491|0|66|
29950|612|10|2|502|0|17|[3262, 1950]
7614|314|4|3|514|0|187|[1098, 2866]
19307|238|10|1|503|3|30|
24878|813|4|1|474|0|-1|
11978|853|4|0|469|0|51|[3557, 3791]
26532|82|4|0|491|0|144|[1807]
12746|853|4|0|469|0|51|[407, 3557, 3791]
18157|257|10|1|536|0|156|[1022]
7501|484|1|0|508|0|78|[3639, 1298]
20026|853|4|1|469|0|51|[407, 3557, 3791]
20484|84|6|1|217|3|17|[74, 3934]
14088|1411|4|1|401|0|44|[3051, 169, 1879, 2612, 3668, 2547, 3047, 2738, 3514, 2259]
796|1201|4|0|291|0|44|[3867, 30, 1002, 1060, 3268, 2104, 3935, 3936, 4113, 3937]
9837|484|1|3|508|0|8|[3639, 3916]
17447|931|4|2|504|0|-1|
19392|484|1|3|508|0|8|[3639, 1164, 3916]
6705|998|4|1|474|0|-1|[2256, 41]
14535|895|10|2|449|0|84|[3724, 3201]
23206|1267|4|1|484|0|144|[2942, 2473]
4974|1297|4|0|514|0|187|[2732, 884]
45|1023|10|1|503|0|17|[2408, 146, 1085, 1578, 1138]
14367|1267|4|1|491|0|144|[1807, 1350]
10434|1065|4|0|536|3|144|[581, 1390, 2530, 3915, 3914, 3701, 1780]
2985|446|4|1|514|0|187|[2732, 1449]
3501|290|10|0|503|3|17|[2995]
3612|1065|4|0|536|3|144|[2396, 324, 581, 1390, 2910, 2474, 3915, 3914, 3701, 1780]
8935|290|10|0|503|3|17|[2995]
13180|1065|4|0|487|0|117|[2178, 1390, 4004]
26810|290|10|1|503|3|17|
4555|1156|4|0|486|3|144|[3900, 3901, 3905, 3903, 3910, 188]
17910|290|10|0|503|0|122|[1775, 3941]
948|455|4|1|465|0|65|
26920|16|4|2|470|0|82|[3171, 3407]
19382|290|10|1|503|0|122|[1775, 3941]
14656|246|4|2|474|0|-1|
21645|246|4|0|469|0|67|
6993|127|4|0|280|0|16|[807, 57, 3625]
27311|246|4|0|469|0|67|[1378]
25802|1371|6|0|395|3|122|[742, 3540, 304, 605]
23346|246|4|0|469|0|67|
1980|610|10|1|491|3|132|[3900, 3901, 3905, 3902, 3903, 3910, 3911, 1366, 1467]
2531|246|4|1|469|0|67|
27750|194|10|0|503|0|17|[681, 2833, 146, 3540, 1138]
25222|1145|1|2|516|3|78|[3143, 1747]
4972|1040|4|1|530|0|-1|[3005, 1803, 3204, 2539, 3981, 1783]
2788|1127|6|0|197|3|122|[74, 78, 3915, 3914, 4048]
2205|290|10|1|503|0|36|[74, 2995, 3941]
23230|573|10|1|490|3|154|[2256, 1518]
20121|18|4|1|121|3|16|[1980, 1716]
30703|290|10|1|503|0|36|[74, 2995, 3941]
16878|514|6|0|498|0|13|[2083, 3267, 3915]
3224|724|10|2|503|0|17|[2833, 2032]
24483|194|10|0|503|0|17|[681, 146, 3540, 1138]
31156|772|10|0|501|0|45|[277, 3992]
19676|772|10|0|501|0|123|[277, 3992, 3976, 3913]
25948|362|4|1|453|0|108|
10231|1311|4|1|455|3|166|
13362|549|4|1|453|3|-1|
13731|549|4|1|453|3|-1|
8604|615|4|1|474|0|-1|[316]
9800|750|4|2|525|0|144|
31526|430|4|3|39|0|151|[327, 3920, 3922]
26892|143|6|1|495|0|146|[2136]
16870|1222|10|0|501|0|185|[3900, 3901, 3902, 3903, 3910, 3911, 667]
27026|1222|10|0|509|0|185|[3900, 3901, 3902, 3903, 3910, 3911, 667]
10175|1127|10|1|54|3|87|[1803, 3981]
2541|1222|10|0|509|0|185|[3900, 3901, 3902, 3903, 3910, 3911, 667]
8968|1222|10|0|509|0|185|[3900, 3901, 3902, 3903, 3910, 3911, 667]
20796|322|4|2|536|0|144|
24173|673|4|0|474|0|-1|[210, 2709, 482, 2594, 1471, 2167, 2581, 1311, 3496, 2409, 3291, 675, 1100]
2344|1222|10|0|509|0|185|[3900, 3901, 3902, 3903, 3910, 3911, 667]
16079|993|4|0|474|0|144|[179, 383, 1886, 684]
30815|18|4|1|321|3|134|[30, 3079, 2057, 3268, 3946, 4094]
23563|1222|10|0|509|0|185|[3900, 3901, 3902, 3903, 3910, 3911, 667]
18714|416|4|1|516|0|144|[3143, 3157]
27775|18|4|0|321|3|71|[30, 3079, 2419, 2337, 3268, 3946, 4094]
8038|46|4|1|470|0|82|[3171, 3407]
19651|1202|4|1|148|0|144|
4449|249|6|1|500|0|116|[879, 2138]
15193|46|4|0|470|0|82|[3171, 3407]
1430|322|6|2|536|0|46|
13815|388|4|0|491|0|66|[236, 3625, 356]
22272|1388|6|0|511|0|37|[2320, 1895, 2623]
27629|322|4|1|536|0|144|[1984]
23430|1265|4|2|514|0|187|[840, 1098, 2866, 83, 3086, 1449, 3714]
10949|322|6|1|536|0|46|
7615|1265|4|1|514|0|187|[840, 1098, 2866, 83, 3086, 1449, 3714]
17383|322|6|1|536|0|46|
4585|406|10|0|503|0|17|[146, 796, 1138]
2327|322|6|1|536|0|46|
22311|614|10|1|489|3|122|[2389, 178, 3625, 2979, 2872]
30526|384|10|1|525|0|84|
1327|232|4|1|71|0|44|
26202|1364|4|1|457|0|-1|
2488|748|10|3|503|0|85|[3424, 1085, 3916]
7836|218|10|1|538|3|1|[35]
26988|251|4|2|465|0|162|[2065]
10471|778|10|0|503|0|17|[2849, 3613]
4254|1325|4|2|466|0|-1|[2122]
25635|604|4|2|531|0|-1|
31132|322|4|1|536|0|144|[1984]
18081|406|10|1|502|0|178|[3639, 796]
31106|748|10|0|504|0|17|[3604, 1764, 1873]
25532|453|4|1|458|0|-1|[2927, 3783, 478]
14064|322|4|2|536|0|144|
20117|772|10|1|500|0|39|[879, 1855]
2873|453|4|0|458|0|-1|[281, 2927, 3783, 3768, 478]
11599|772|10|1|500|0|39|
20991|157|4|1|229|0|161|[3317]
20189|772|10|3|500|0|39|[879, 2125, 1855]
32320|772|10|0|500|0|39|[879, 1855]
20896|201|10|1|505|3|85|[3017, 2757]
27132|772|10|0|500|0|39|[879, 1855]
19146|157|4|1|469|0|65|[560]
7287|4|4|2|465|0|65|[560]
13098|232|4|1|491|0|144|[2890, 3908, 4070]
32518|521|4|1|530|0|-1|
14006|394|6|1|489|3|117|[327, 4028]
1977|521|4|1|530|0|-1|[1803, 1063]
29416|504|10|0|152|0|84|[3199, 2152, 3646, 3667, 1672, 1707]
30374|1232|10|0|358|0|99|[104, 1991, 759]
28455|879|4|1|474|0|-1|[2402, 3223, 2668]
15376|1232|10|0|358|0|95|[2900, 3173, 1244, 3468, 3915]
16632|279|10|0|511|0|0|[163]
26317|1179|4|2|491|3|66|[2256, 1518]
32721|265|10|1|536|0|156|
31412|710|4|1|248|0|166|
9918|1445|3|0|-1|-1|-1|[2614, 2637, 855, 3283, 4051]
22657|279|10|0|511|0|0|[163]
30142|302|4|1|473|0|-1|
16154|1445|3|0|-1|-1|-1|[1725, 659, 3848, 3283]
638|310|4|1|451|0|162|
19972|1445|3|0|-1|-1|-1|[1389, 564, 3510, 2112, 3283]
10706|1371|4|2|514|0|187|[2732, 1449, 1844]
16034|829|6|3|254|0|17|[74, 3654, 4195]
12707|829|6|3|254|0|17|[74, 3654, 4195]
11051|829|6|3|254|0|17|[74, 3654, 4195]
15537|521|4|0|530|0|-1|[1803, 1063, 3981]
31011|573|10|1|491|3|156|
22095|1156|6|1|496|0|146|
26783|1248|10|1|536|3|156|[1437]
808|225|4|0|278|0|44|[3653, 3625, 3373]
16303|225|4|0|277|0|44|[2797, 1754, 931]
17534|1445|4|0|-1|-1|-1|[357, 1110, 766, 381, 535, 3077]
25195|1112|4|1|491|1|66|[1524]
27028|310|4|1|455|0|166|[1373, 2022, 2787]
8798|23|4|1|491|0|66|[1807]
18930|766|4|2|440|0|11|
16520|875|4|1|484|0|89|[2942]
20174|150|4|2|468|0|-1|
29661|190|4|1|504|0|-1|
13615|1496|4|0|291|3|44|[30, 1060, 3268, 2104, 3935, 4106, 3936, 3937]
6757|1156|6|1|495|0|146|
19890|1156|6|1|495|0|146|
31218|238|4|1|536|3|144|[352]
917|632|10|2|536|0|156|[3979]
14508|238|4|1|536|3|144|[352, 3251]
13447|238|4|1|536|3|144|[352, 3730]
23418|609|4|0|291|0|44|[30, 1060, 3268, 2104, 3935, 3936, 3937]
24320|232|4|0|491|0|144|[2890, 3908, 4070]
9823|609|4|1|291|0|44|[3935, 3936]
31448|238|4|2|536|3|144|
4975|609|4|0|291|0|44|[2932, 1287, 1395, 1498, 2654, 3663, 3935, 3936]
3980|1041|10|1|503|0|17|[1775, 74, 3953]
10351|294|4|1|474|0|148|[2722, 3625, 2049, 3981, 3867]
22559|294|4|1|474|0|148|[2722, 3625, 2049, 3981, 2615]
24804|239|4|1|462|0|10|
25795|232|4|1|491|0|144|[2767]
30999|338|10|2|515|3|188|
22779|238|4|0|536|3|144|[352, 3251]
13368|1040|4|1|452|0|12|
15214|1040|4|1|452|0|12|[3254, 1581]
5493|238|4|1|536|3|144|[352, 1222]
22428|998|4|1|474|0|78|
23941|238|4|2|536|3|144|[352, 1222]
18854|238|4|2|536|3|144|
17804|194|10|0|503|0|17|[146, 3540, 1138]
19275|1445|3|0|-1|-1|-1|[1843, 1083, 2325, 2209, 3283]
19961|1108|10|0|491|3|156|[2470]
25285|1111|4|0|491|0|66|[699, 2464]
6772|239|4|1|462|0|10|
31734|829|10|0|515|0|131|[622, 1176, 732, 2710, 2822, 17]
6302|238|4|1|536|3|144|[352, 3251]
3283|238|4|1|536|3|144|[352, 968]
18737|1325|4|0|524|0|108|[2320, 2272]
26474|238|4|1|536|3|144|[352, 160]
12749|238|4|1|536|3|144|[352]
31524|1207|4|1|536|0|144|[300]
19172|238|4|1|536|3|144|[352, 2300]
962|1207|4|1|536|0|144|[300]
25861|400|10|0|503|0|101|[3424]
10440|1142|4|0|432|3|159|[2097, 4019, 1348]
2988|823|4|1|520|0|-1|
31883|348|4|0|474|0|-1|[1979, 1819, 3981]
6676|622|6|1|491|3|117|
5878|673|4|1|484|3|66|[1560, 3745, 1849]
10468|673|4|1|484|3|66|[1560, 3745, 860, 1849]
26927|239|4|2|462|0|-1|
13669|1342|4|1|474|0|-1|
3385|615|10|1|18|0|141|[545, 2373, 4196]
11|615|10|1|18|0|141|[545, 2373, 4196]
15574|238|4|1|536|3|144|[352]
6687|748|10|0|507|0|17|[1501, 1404, 3676]
1613|771|10|1|502|0|90|[3379, 2361, 3262, 2334]
3724|906|10|1|503|0|180|[146, 2550, 1138]
26863|806|4|1|453|3|108|
5886|238|4|1|536|3|144|[352]
549|82|4|0|475|0|144|[2642]
17440|823|4|1|520|0|-1|[178, 2668]
12069|1211|10|0|491|0|152|[1807]
28413|823|4|2|520|0|-1|
9946|489|4|1|474|0|-1|[3024, 394, 2872, 3980]
23186|615|10|2|18|0|141|[545, 2373, 4196]
23866|1039|10|1|536|0|156|[820, 300]
17676|771|10|0|502|0|39|[3379, 1209, 2361, 578, 870, 1848]
28630|325|10|2|374|0|156|[614]
28198|1383|10|1|537|0|1|
3123|771|10|2|502|0|85|[1415, 3262, 2370]
31325|1339|10|1|503|0|101|[3502]
24273|1207|4|1|536|0|66|[981]
25013|1108|6|0|203|3|17|[178, 3625]
16134|615|4|1|467|0|-1|[2988, 3901, 3911, 3582]
17348|1207|6|1|536|0|122|[981]
5338|1207|10|1|536|0|156|[981]
11945|1383|10|1|537|0|19|[3810]
3463|874|4|1|470|0|82|
19349|1435|10|0|535|0|85|[562, 3625, 1701]
29288|194|6|0|506|3|137|[2463, 3755, 3644, 199, 1578, 1889, 702, 767]
30683|18|4|0|39|3|151|[327, 2316, 4197, 3921, 3922]
3569|18|4|0|39|3|151|[327, 2316, 4197, 3921, 3922]
25898|1207|4|1|536|0|140|[3810]
13482|18|4|0|39|3|151|[327, 2316, 871, 4197, 3921, 3922]
13664|18|4|0|39|3|151|[327, 2316, 1763, 4197, 3921, 3922]
1415|1108|4|2|92|3|144|[2470]
20627|1207|4|1|536|0|140|
9623|589|10|0|505|3|126|[3639, 3345, 1387]
23064|610|10|1|341|3|126|[1212, 562, 3155]
14263|734|6|1|503|3|17|[74, 3594, 2005, 3654, 2325, 4030]
30636|1462|4|1|491|0|11|[1591, 1687, 750]
20667|1462|4|1|491|0|11|
13798|1462|4|1|491|0|11|[1921, 1591, 2312, 1687, 750]
7927|637|6|1|480|0|117|[3928, 3901, 3900, 3902, 3903, 3910]
12929|1462|4|1|491|0|11|
14125|637|6|0|480|0|117|[3619, 3625]
1537|322|4|1|536|0|144|
7450|369|4|2|474|0|-1|[2402, 281, 2329]
