"Sum(order)","category","parent_category"
6616,1879,576
,1880,2364
2,1881,3831
,1882,2584
7858,1883,2645
1585,1884,1885
,1885,2364
989,1886,1062
,1887,2280
,1888,2364
2621,1889,2213
,1890,3210
1307,1891,290
,1892,2855
368,1893,113
113,1894,3093
508,1895,2729
243,1896,75
51,1897,3121
3314,1898,3183
,1899,2364
221,1900,2410
189,1901,3358
555,1902,1666
110,1903,3609
259,1904,608
204,1905,1880
369,1906,2160
4518,1907,714
38,1908,2815
3052,1909,2364
3103,1910,2006
1331,1911,1062
4,1912,1666
118,1913,1653
25,1914,2364
4715,1915,1812
106,1916,3550
486,1917,2260
442,1918,2160
317,1919,2438
14227,1920,1682
2579,1921,2109
1154,1922,1231
350,1923,313
,1924,1102
416,1925,2645
590,1926,726
40,1927,3550
,1928,301
,1929,3772
1573,1930,322
,1931,2076
,1932,686
,1933,3852
142,1934,1967
2359,1935,2206
,1936,223
91,1937,591
16,1938,802
105,1939,1853
633,1940,729
445,1941,375
,1942,1151
4901,1943,489
176,1944,707
2683,1945,2965
212,1946,3560
348,1947,1231
,1948,257
556,1949,2552
117,1950,2438
477,1951,2364
550,1952,2688
,1953,2212
3976,1954,1480
934,1955,2683
657,1956,2280
14,1957,1584
3010,1958,510
3791,1959,1841
465,1960,1451
7,1961,2212
510,1962,320
1,1963,1034
1,1964,313
565,1965,726
863,1966,201
71,1967,772
,1968,2364
,1969,509
67,1970,3165
1282,1971,3289
468,1972,3609
712,1973,1814
15411,1974,729
1,1975,3203
13,1976,591
105,1977,3544
364,1978,764
1047,1979,1223
26632,1980,3565
640,1981,2999
175,1982,3634
294,1983,2019
2054,1984,1890
477,1985,225
17002,1986,3027
,1987,3178
6192,1988,1082
10,1989,1882
,1990,3863
1713,1991,489
158,1992,726
340,1993,2627
,1994,761
1265,1995,1400
,1996,1374
,1997,1420
5571,1998,1698
,1999,761
,2000,2543
21,2001,2364
1345,2002,1072
,2003,2364
1417,2004,458
24226,2005,3056
,2006,3898
546,2007,1496
24,2008,2627
380,2009,3764
1049,2010,3119
9553,2011,3898
,2012,3898
705,2013,1231
52,2014,2871
2,2015,2264
,2016,2364
184,2017,1888
,2018,1641
70,2019,3504
740,2020,1880
537,2021,259
2706,2022,2589
342,2023,678
20,2024,361
8910,2025,2433
2,2026,2364
,2027,1641
12,2028,1061
3712,2029,2231
681,2030,1567
56,2031,1480
3789,2032,148
,2033,1559
86,2034,2719
10017,2035,2346
,2036,2231
161,2037,2893
320,2038,2958
36,2039,1928
69,2040,3112
2386,2041,959
759,2042,151
,2043,834
4,2044,42
,2045,772
4,2046,521
738,2047,164
4483,2048,3163
1397,2049,1223
676,2050,3112
,2051,1148
11,2052,1134
92,2053,1134
,2054,2346
1008,2055,378
38,2056,361
1057,2057,2302
877,2058,151
,2059,575
1631,2060,3764
,2061,3085
11191,2062,3781
61,2063,1666
275,2064,75
1469,2065,3623
,2066,1693
15,2067,2110
1452,2068,2585
14,2069,3498
49,2070,2914
4908,2071,510
74,2072,3358
769,2073,3509
563,2074,1496
1322,2075,2549
,2076,1911
1808,2077,3774
58,2078,361
701,2079,2019
3447,2080,3567
111,2081,3174
13,2082,1477
18759,2083,1840
,2084,1161
7083,2085,3829
,2086,2793
,2087,3624
1283,2088,2364
2002,2089,1031
379,2090,3617
10807,2091,298
203,2092,3555
125,2093,764
,2094,1115
4,2095,1410
885,2096,3330
4641,2097,3437
,2098,678
778,2099,1089
264,2100,2413
1180,2101,3609
315,2102,2703
43,2103,2061
56153,2104,3819
15656,2105,3898
176,2106,15
81,2107,27
,2108,3686
,2109,3898
,2110,2364
123,2111,238
356,2112,556
,2113,2018
,2114,2266
67,2115,3279
2073,2116,2364
,2117,3772
104,2118,687
374,2119,1735
163,2120,1305
,2121,2288
287,2122,822
,2123,1924
92,2124,1410
8931,2125,2231
444,2126,3792
870,2127,2917
432,2128,2524
45,2129,2006
251,2130,126
803,2131,2824
2126,2132,696
,2133,2364
,2134,3735
60,2135,3358
12109,2136,1072
961,2137,1872
200,2138,608
390,2139,3511
,2140,126
,2141,1115
,2142,2364
848,2143,2552
1206,2144,2364
,2145,599
1943,2146,3808
2644,2147,1623
29,2148,2133
38,2149,2719
1310,2150,3192
40,2151,3439
1376,2152,153
,2153,250
626,2154,3764
,2155,1712
663,2156,910
109,2157,1968
2549,2158,3590
520,2159,1127
,2160,678
,2161,97
1946,2162,1103
147,2163,1953
,2164,1428
203,2165,3719
9,2166,2543
31307,2167,861
2176,2168,1812
,2169,1151
,2170,3037
139,2171,2019
38,2172,3326
38,2173,1439
,2174,1853
3524,2175,3617
1220,2176,1010
,2177,3624
1437,2178,1682
2176,2179,1282
,2180,2142
39,2181,2388
,2182,2364
4626,2183,3576
2,2184,3096
839,2185,27
565,2186,2453
554,2187,3509
,2188,575
172,2189,1853
89,2190,2763
,2191,3691
,2192,477
67,2193,3794
519,2194,413
2537,2195,1637
2344,2196,2785
3681,2197,2920
368,2198,2588
566,2199,1929
9395,2200,1812
,2201,678
,2202,761
6867,2203,2566
,2204,1924
3050,2205,2231
3165,2206,2729
1074,2207,3160
,2208,3330
39139,2209,3898
394,2210,2585
,2211,1825
,2212,3690
6,2213,275
9,2214,3035
39,2215,2113
56,2216,1584
11,2217,3498
1264,2218,2478
143,2219,728
,2220,787
167,2221,2495
1185,2222,918
406,2223,1062
143,2224,2066
415,2225,1567
4397,2226,2160
21,2227,3207
135,2228,3630
12,2229,2054
,2229,1303
12,2229,2054
,2229,1303
211,2230,2824
,2231,3898
16,2232,3232
34,2233,2307
,2234,3232
738,2235,3123
1868,2236,882
41,2237,697
,2238,2734
250,2239,2410
81,2240,2707
207,2241,1968
1197,2242,1511
380,2243,600
637,2244,882
1737,2245,2478
,2246,3174
46,2247,1433
392,2248,2627
101,2249,490
78,2250,2478
13,2251,3891
2608,2252,3707
1274,2253,3504
2285,2254,3417
316,2255,2364
25091,2256,370
6320,2257,639
829,2258,2976
6899,2259,3059
,2260,678
68,2261,3498
1077,2262,223
97,2263,3035
,2264,2364
1091,2265,3609
,2266,1559
157,2267,2999
4,2268,2394
51,2269,2211
838,2270,1082
242,2271,1151
945,2272,687
199,2273,257
24,2274,2326
8388,2275,2542
1621,2276,3089
91,2277,2307
34,2278,2584
192,2279,1134
,2280,2364
,2281,874
,2282,2364
2,2283,1567
,2284,2392
262,2285,1211
2093,2286,778
160,2287,3458
,2288,2784
2347,2289,2871
,2290,3623
5,2291,3773
45,2292,872
,2293,2699
83,2294,2061
1691,2295,2741
9042,2296,2231
233,2297,2999
155,2298,3568
321,2299,3189
600,2300,726
39,2301,3699
,2302,1321
19,2303,2552
2022,2304,1065
14,2305,2133
56,2306,3598
,2307,301
1482,2308,322
296,2309,930
29,2310,1841
1245,2311,708
2728,2312,661
110,2313,3572
,2314,3616
1570,2315,1480
7195,2316,380
180,2317,2169
132,2318,1872
,2319,113
14859,2320,3451
26,2321,2364
494,2322,1231
918,2323,3609
173,2324,3159
12787,2325,148
,2326,3165
172,2327,3481
,2328,2364
19,2329,3321
42115,2330,380
58,2331,1653
872,2332,1031
4,2333,2227
755,2334,3329
1101,2335,75
356,2336,1496
1135,2337,710
3,2338,1666
425,2339,3706
21,2340,3754
14850,2341,3027
,2342,2857
,2343,2857
,2344,2857
1490,2345,600
287,2346,3898
,2347,2857
,2348,2857
,2349,2857
,2350,2857
,2351,2857
1468,2352,2364
579,2353,380
126,2354,36
10,2355,2018
,2356,1254
161,2357,608
18,2358,3607
773,2359,2160
3250,2360,458
1179,2361,238
28,2362,271
,2363,761
,2364,3898
215,2365,2201
2707,2366,353
7,2367,1584
126,2368,1035
,2369,2346
1168,2370,3329
7253,2371,3898
966,2372,1814
4667,2373,2924
1415,2374,2164
133,2375,2340
7,2376,3232
12,2377,275
460,2378,3772
58,2379,259
207,2380,3764
38,2381,1340
2186,2382,2917
3571,2383,380
7967,2384,654
,2385,519
80,2386,959
502,2387,638
,2388,1790
47366,2389,1739
134,2390,3773
,2391,2346
,2392,1072
537,2393,3366
,2394,2231
,2395,2549
1485,2396,3027
1,2397,8
125,2398,2364
4138,2399,1678
14,2400,3509
,2401,1272
5607,2402,3137
3811,2403,3328
258,2404,3311
1032,2405,2036
13068,2406,488
287,2407,3007
795,2408,151
548,2409,2776
1,2410,484
,2410,875
1,2410,484
,2410,875
55,2411,361
108,2412,42
,2413,2364
4206,2414,1637
132,2415,234
,2416,3852
329,2417,1750
8,2418,2142
456,2419,2302
1393,2420,1623
805,2421,3295
5524,2422,3241
71,2423,3550
709,2424,2364
320,2425,3796
815,2426,3794
474,2427,1484
11,2428,1065
2,2429,3508
6543,2430,670
496,2431,802
2170,2432,1282
,2433,2497
96,2434,1631
853,2435,1231
1496,2436,802
1410,2437,3488
,2438,275
95,2439,872
405,2440,3362
12,2441,1292
124,2442,2438
69021,2443,2542
,2444,2524
1,2445,3210
261,2446,257
91,2447,3617
71,2448,3598
263,2449,678
24039,2450,264
483,2451,2976
3531,2452,2266
289,2453,1967
333,2454,1750
600,2455,708
40,2456,3707
329,2457,375
4,2458,2121
6374,2459,3027
1341,2460,729
4,2461,3001
,2462,2734
5217,2463,3764
7266,2464,3565
926,2465,1265
111,2466,350
3277,2467,458
7,2468,2307
998,2469,2566
18375,2470,2566
,2471,2903
1690,2472,2444
6211,2473,2566
679,2474,1511
,2475,2566
213,2476,3796
3,2477,3498
,2478,2364
24,2479,2133
300,2480,1231
,2481,2566
22,2482,1089
9463,2483,1223
974,2484,710
395,2485,887
,2486,2364
388,2487,3123
780,2488,3152
118,2489,2169
749,2490,270
85,2491,3830
3341,2492,319
,2493,2212
29,2494,1942
,2495,754
70,2496,3085
,2497,2793
658,2498,458
167,2499,2043
67,2500,1640
374,2501,2288
62,2502,1951
255,2503,490
173,2504,1035
346,2505,2364
46,2506,257
733,2507,3121
15485,2508,2134
,2509,2364
55,2510,1968
,2511,1765
3453,2512,1796
2022,2513,3027
335,2514,3567
472,2515,126
,2516,2723
5,2517,665
164,2518,3160
1831,2519,3852
230,2520,259
469,2521,28
11,2522,3096
786,2523,896
,2524,3884
93,2525,361
810,2526,714
8,2527,3634
478,2528,2976
68,2529,2142
290,2530,1666
55,2531,896
6,2532,138
,2533,3863
,2534,2212
6,2535,2264
515,2536,778
,2537,1684
41,2538,1439
1476,2539,3511
15,2540,11
277,2541,1852
,2542,2497
,2543,252
,2544,1148
211,2545,1666
,2546,11
6869,2547,930
2867,2548,3417
,2549,841
156,2550,2438
61,2551,1640
,2552,2793
304,2553,2516
145,2554,1698
146,2555,791
4322,2556,1445
1557,2557,3192
924,2558,2894
29,2559,3354
270,2560,2871
1703,2561,2703
495,2562,3733
943,2563,1499
,2564,3624
8423,2565,1678
,2566,1072
402,2567,3326
6,2568,2976
1819,2569,1682
1310,2570,2155
1482,2571,1451
1390,2572,556
41,2573,3358
13967,2574,3655
,2575,1115
10,2576,3707
,2576,1841
10,2576,3707
,2576,1841
42,2577,2719
417,2578,2991
,2579,3037
29099,2580,2385
12141,2581,861
1181,2582,225
,2583,2364
,2584,1765
1846,2585,2364
3305,2586,3183
119,2587,1875
,2588,3707
,2589,1115
,2590,2734
1000,2591,3831
27,2592,2838
237,2593,3860
6944,2594,2231
,2595,1695
68,2596,2438
,2597,3898
5692,2598,3605
,2599,1094
34,2600,1374
90,2601,1709
159,2602,1885
66,2603,1211
,2604,2855
1001,2605,322
,2606,3560
262,2607,2213
778,2608,3144
716,2609,1175
,2609,725
716,2609,1175
,2609,725
,2610,612
339,2611,3383
7051,2612,2293
,2613,3863
96,2614,2838
24787,2615,2231
57,2616,3550
2088,2617,2453
,2618,75
1870,2619,3616
541,2620,3541
1683,2621,1206
,2622,2564
61,2623,1790
9877,2624,3617
922,2625,1433
2628,2626,2364
,2627,2231
164,2628,1134
9720,2629,2920
101,2630,1880
267,2631,670
1650,2632,1065
1846,2633,1511
,2634,3863
21,2635,3002
2709,2636,638
305,2637,2838
,2638,685
15,2639,3085
1,2640,3572
48,2641,3509
736,2642,1062
30,2643,222
164,2644,3772
,2645,2903
108,2646,1885
,2647,1303
27,2648,157
221,2649,2845
322,2650,2838
232,2651,2552
,2652,1987
28,2653,3787
13720,2654,2965
,2655,2364
,2656,3863
,2657,3178
9043,2658,2109
1,2659,3498
4,2660,3863
453,2661,2552
8,2662,2745
126,2663,3772
704,2664,1258
84,2665,719
28,2666,235
3126,2667,3808
63,2668,2493
,2669,2364
1139,2670,380
1694,2671,319
,2672,2669
8,2673,697
483,2674,238
199,2675,1061
327,2676,1197
46,2677,772
1930,2678,3045
167,2679,969
26,2680,1559
179,2681,1197
6626,2682,1698
,2683,1840
4,2684,2016
228,2685,151
91,2686,2917
6,2687,1379
,2688,2364
331,2689,1227
29853,2690,1841
720,2691,40
1106,2692,3007
146,2693,215
403,2694,3417
,2695,2855
88,2696,3163
1398,2697,778
,2698,2076
21,2699,1559
18848,2700,1841
,2701,1216
,2702,2364
,2703,366
9,2704,2914
201,2705,3121
919,2706,3703
,2707,2657
6311,2708,2364
2143,2709,490
1796,2710,844
1018,2711,2785
43,2712,190
1212,2713,2213
98,2714,3796
189,2715,250
5420,2716,2894
7,2717,3498
1024,2718,882
,2719,2364
,2720,2968
134,2721,1928
1337,2722,2346
198,2723,3898
1222,2724,2894
158,2725,484
51,2726,361
110,2727,2213
,2728,2328
,2729,106
69,2730,1134
10689,2731,298
2441,2732,566
1884,2733,566
917,2734,1666
50,2735,3773
53,2736,2752
304,2737,257
7029,2738,3059
1989,2739,1468
,2740,210
,2741,2497
8,2742,2655
416,2743,3112
5532,2744,1835
,2745,2212
912,2746,1380
,2747,959
2999,2748,40
771,2749,2045
,2750,1026
4558,2751,3703
,2752,2364
43,2753,1152
5031,2754,1623
5,2755,2016
465,2756,1315
432,2757,484
32,2758,3175
15,2759,3572
64,2760,1062
670,2761,3536
,2762,3898
,2763,252
737,2764,3383
855,2765,566
2397,2766,3706
1482,2767,3550
,2768,50
245,2769,1175
290,2770,1899
,2771,2231
57,2772,2703
87,2773,3609
928,2774,2413
26226,2775,1678
46,2776,2740
194,2777,1885
441,2778,1420
,2779,2610
56,2780,2991
8,2781,3232
46,2782,1933
11,2783,2493
,2784,336
,2785,3752
681,2786,2012
116,2787,1493
311,2788,1709
6,2789,1468
7434,2790,422
,2791,1374
255,2792,2321
,2793,3898
1037,2794,353
124,2795,1864
2120,2796,2061
7069,2797,3137
335,2798,3555
6893,2799,918
4360,2800,2597
966,2801,3326
,2802,2657
,2803,2988
88,2804,159
,2805,477
411,2806,3154
1446,2807,1282
8541,2808,1010
179,2809,1056
1011,2810,484
1330,2811,2516
,2812,2364
4899,2813,290
160,2814,2110
,2815,484
47,2816,1154
1389,2817,2388
671,2818,3891
143,2819,3841
61,2820,1035
76,2821,3560
5971,2822,844
80,2823,3288
,2824,2364
,2825,1148
7866,2826,3027
5326,2827,3488
268,2828,1151
18588,2829,3723
68,2830,1774
2523,2831,25
,2832,2838
14571,2833,965
1897,2834,1134
59,2835,201
2522,2836,3122
,2837,3863
,2838,3898
315,2839,678
17,2840,3508
3,2841,2410
7520,2842,2627
1110,2843,1637
33410,2844,3726
,2845,1941
,2846,3037
2,2847,1640
2687,2848,2481
34,2849,998
410,2850,1468
131,2851,2991
29,2852,1933
,2853,739
459,2854,3703
,2855,3898
34,2856,3699
,2857,2364
1216,2858,1623
,2859,3863
169,2860,3808
61,2861,1637
593,2862,1062
2357,2863,600
,2863,3898
2357,2863,600
,2863,3898
466,2864,3830
6657,2865,3590
1408,2866,353
17,2867,3232
,2868,3037
5761,2869,425
1117,2870,472
,2871,2231
42649,2872,2369
715,2873,126
433,2874,151
493,2875,3553
6,2876,3232
3,2877,3096
434,2878,3555
2817,2879,3774
218,2880,1317
1098,2881,2956
,2882,729
119,2883,1967
4172,2884,687
1786,2885,2497
495,2886,151
6,2887,3035
108,2888,1637
146,2889,1154
3527,2890,2832
28,2891,1477
311,2892,1152
3,2893,159
121,2894,2793
111,2895,1305
851,2896,223
2345,2897,910
,2898,1666
600,2899,275
1198,2900,1678
,2901,370
2462,2902,2707
,2903,1559
606,2904,3572
54,2905,1534
129,2906,157
192,2907,1853
5,2908,665
8952,2909,3027
360,2910,2036
85,2911,2516
121,2912,2976
2377,2913,2688
,2914,2364
,2915,1480
,2916,1148
,2917,3898
2,2918,600
6964,2919,1932
,2920,3898
,2920,2928
,2920,3898
,2920,2928
16266,2921,1480
107,2922,3869
100,2923,2066
40,2924,2012
24994,2925,2134
1500,2926,3849
5138,2927,2028
33,2928,3898
4280,2929,3295
37,2930,2745
22,2931,1582
26205,2932,2134
,2933,2266
112,2934,3119
888,2935,151
4,2936,1034
45,2937,15
308,2938,2719
18147,2939,3488
,2940,2894
43,2941,3232
10275,2942,2894
154,2943,1640
,2944,3217
37,2945,1693
23,2946,51
2941,2947,1103
520,2948,1899
604,2949,2160
15791,2950,861
4814,2951,3565
136,2952,2182
631,2953,3027
1,2954,490
8,2955,290
,2956,336
416,2957,1315
,2958,1559
761,2959,1885
258,2960,3197
1526,2961,257
223,2962,2588
41,2963,802
8759,2964,3027
,2965,2622
7,2966,259
107,2967,3792
,2968,3795
5708,2969,918
1292,2970,696
1340,2971,3362
,2972,2266
11318,2973,566
2590,2974,1835
4466,2975,3337
,2976,2763
20175,2977,3488
182,2978,1709
718,2979,2018
668,2980,2169
155,2981,3786
92,2982,3757
232,2983,2413
1213,2984,1872
,2985,3203
,2986,1640
,2987,509
,2988,2793
319,2989,2401
38,2990,3498
,2991,3330
120,2992,1623
,2993,3795
64,2994,778
26926,2995,3189
1098,2996,3706
455,2997,1885
,2998,50
,2999,1600
,3000,965
24,3001,1480
845,3002,1559
,3002,2699
845,3002,1559
,3002,2699
666,3003,162
219,3004,3555
2576,3005,366
21,3006,3163
,3007,2364
1,3008,1106
784,3009,844
933,3010,2478
5,3011,353
839,3012,2871
6632,3013,3027
,3014,3624
25,3015,1666
68,3016,2201
2121,3017,638
31,3018,3321
25,3019,3279
130,3020,3621
5,3021,2391
2307,3022,3152
221,3023,3630
10049,3024,1682
2539,3025,28
17,3026,3230
,3027,1840
1045,3028,3362
1489,3029,413
,3030,2413
345,3031,778
172,3032,3609
,3033,1420
4,3034,3772
,3035,3852
,3036,42
,3037,2364
4309,3038,3093
207,3039,3609
1198,3040,231
697,3041,728
14395,3042,370
200,3043,2688
689,3044,1511
,3045,801
386,3046,2394
7029,3047,3059
1122,3048,2364
,3049,2328
277,3050,3819
3269,3051,1031
106,3052,2894
12514,3053,3295
171,3054,896
393,3055,1623
,3056,3898
188,3057,1666
1107,3058,2340
,3059,1559
,3060,2364
411,3061,687
125,3062,257
589,3063,726
8,3064,2016
66,3065,1712
11715,3066,3027
1,3067,1695
124,3068,3347
325,3069,1872
3,3070,1084
2007,3071,1103
548,3072,1673
927,3073,2589
406,3074,3623
1,3075,3358
72,3076,2169
,3077,3898
12648,3078,3027
4109,3079,380
,3080,707
353,3081,151
127,3082,2110
1223,3083,3295
98,3084,1147
,3085,1735
718,3086,353
706,3087,1929
378,3088,164
,3089,3572
1983,3090,148
56,3091,1151
83,3092,3623
,3093,593
278,3094,992
15,3095,2388
,3096,2364
,3097,1153
129,3098,1899
871,3099,490
23,3100,2246
261,3101,1832
64,3102,2307
,3103,3508
2500,3104,1852
12,3105,2321
28,3106,3509
13655,3107,2703
,3108,739
732,3109,2917
,3110,3898
5,3111,3230
,3112,3764
11852,3113,2191
900,3114,510
,3115,2585
269,3116,3643
326,3117,1520
,3118,3037
,3119,2364
21,3120,3203
,3121,3707
,3122,3833
,3123,2231
,3124,1693
1558,3125,3056
,3125,3685
1558,3125,3056
,3125,3685
1384,3126,162
2300,3127,319
3571,3128,566
654,3129,1880
198,3130,1152
1,3131,3863
586,3132,1684
43,3133,739
254,3134,1231
3663,3135,728
212,3136,484
,3137,2346
4871,3138,3565
564,3139,257
2403,3140,1445
82,3141,2321
1369,3142,2394
3918,3143,566
,3144,1936
671,3145,2771
345,3146,2388
74,3147,2524
57,3148,1439
4,3149,3757
3072,3150,600
,3151,509
,3152,2364
629,3153,270
,3154,2364
408,3155,1778
1112,3156,3576
1003,3157,707
,3158,2264
126,3159,3541
21,3160,1111
3231,3161,2206
,3162,729
,3163,1677
31,3164,872
,3165,1062
315,3166,2812
158,3167,153
165,3168,378
271,3169,2364
6688,3170,1566
1074,3171,3437
285,3172,2364
96487,3173,2542
,3174,432
,3175,3504
16345,3176,2542
1251,3177,3027
143,3178,2346
3967,3179,1637
,3180,3795
1626,3181,2364
395,3182,2779
,3183,3707
,3184,3863
4185,3185,1941
1154,3186,2972
338,3187,1666
44,3188,1825
43,3189,3898
,3190,575
108,3191,1161
,3192,2809
,3193,3752
1087,3194,458
1699,3195,600
,3196,2284
,3197,3686
1136,3198,2364
11518,3199,1223
11634,3200,2182
94,3201,2208
498,3202,1790
,3203,2803
310,3204,1103
158,3205,3687
446,3206,1468
61,3207,2346
5425,3208,1678
181,3209,3000
,3210,34
242,3211,151
749,3212,2413
3686,3213,2182
1802,3214,3609
114,3215,3112
104,3216,2019
,3217,1102
446,3218,250
,3219,1279
173,3220,1175
810,3221,1031
1294,3222,1543
277,3223,1872
31595,3224,2385
88,3225,1374
1259,3226,621
283,3227,1256
5267,3228,1603
663,3229,3000
985,3230,2231
245,3231,1072
,3232,2364
199,3233,2793
6673,3234,778
,3235,3624
130,3236,3772
,3237,3795
1075,3238,1837
231,3239,1750
1011,3240,3160
232,3241,600
170,3242,3773
,3243,2669
471,3244,2894
75815,3245,489
5,3246,2227
227,3247,1254
70,3248,242
1,3249,1534
86,3250,2212
1496,3251,726
1080,3252,1899
12866,3253,2599
30914,3254,100
176,3255,3119
2,3256,1718
292,3257,2838
,3258,3607
22022,3259,3137
267,3260,2914
183,3261,3794
10969,3262,965
7206,3263,3898
134,3264,28
1355,3265,1520
1470,3266,2061
7243,3267,1835
66332,3268,1557
70,3269,3796
294,3270,1420
619,3271,2924
192,3272,1942
373,3273,2438
89,3274,2036
,3275,3002
42,3276,3119
86,3277,1065
5260,3278,1134
,3279,1911
2124,3280,1967
5351,3281,3162
2845,3282,1967
18613,3283,3898
20585,3284,1812
,3285,477
111,3286,3647
1720,3287,2771
,3288,3898
,3289,3686
185,3290,3831
547,3291,2776
,3292,3550
964,3293,234
404,3294,2364
,3295,2231
,3296,599
1663,3297,1899
86,3298,1841
391,3299,75
14697,3300,3337
,3301,3217
55,3302,3465
34,3303,2098
1242,3304,3598
,3305,1924
,3306,1062
2787,3307,1941
71,3308,2213
15,3309,3306
4369,3310,3189
,3311,2364
128,3312,2438
57,3313,2288
597,3314,2752
2067,3315,3831
106,3316,2597
30,3317,3754
337,3318,3203
1378,3319,857
24,3320,1825
,3321,3690
102,3322,3096
236,3323,3123
4172,3324,1812
4123,3325,1751
,3326,3330
32,3327,1942
,3328,1590
,3329,275
,3330,3898
1563,3331,3609
231,3332,3869
256,3333,28
1441,3334,1317
1,3335,2893
,3336,3279
,3337,2231
7,3338,2016
168,3339,2438
7,3340,1084
4,3341,3096
,3342,2699
,3343,3624
5187,3344,3605
307,3345,2410
402,3346,210
,3347,1115
2254,3348,3831
6149,3349,2657
125,3350,1673
420,3351,1026
,3352,62
1173,3353,1787
53,3354,2760
2289,3355,2516
,3356,2264
770,3357,2045
,3358,3616
353,3359,3581
70,3360,3621
3683,3361,918
,3362,708
174,3363,1712
1103,3364,2086
17,3365,1637
,3366,2924
470,3367,509
,3368,1396
,3369,113
1041,3370,1151
956,3371,2915
322,3372,2509
7218,3373,3630
,3374,2213
439,3375,3560
4734,3376,319
18,3377,1875
157,3378,3458
,3378,3329
157,3378,3458
,3378,3329
805,3379,238
190,3380,1231
14,3381,1774
151,3382,3581
,3383,3896
25,3384,509
309,3385,2433
69,3386,2702
37,3387,3796
5269,3388,566
15352,3389,2231
246,3390,2940
372,3391,3007
594,3392,1374
2634,3393,726
449,3394,1256
823,3395,215
2857,3396,425
,3397,2740
2008,3398,2364
1060,3399,3295
1185,3400,3465
,3401,3465
1281,3402,1837
65,3403,310
285,3404,2928
,3405,3630
702,3406,1162
1028,3407,2208
36,3408,1175
6075,3409,3898
40,3410,1103
,3411,97
492,3412,164
5577,3413,3162
195,3414,908
,3415,2688
1271,3416,2364
,3417,2924
87,3418,1852
3302,3419,857
12,3420,728
1450,3421,2924
1880,3422,458
247,3423,2231
11459,3424,3189
28,3425,1151
2359,3426,3764
21,3427,2142
,3428,1924
2269,3429,842
,3430,1640
3065,3431,2394
344,3432,3841
,3433,1346
25,3434,1162
27,3435,1942
839,3436,600
,3437,959
407,3438,3831
12,3439,1148
,3440,1420
,3441,2669
641,3442,164
3403,3443,3162
11265,3444,3898
37,3445,3508
1286,3446,1929
2677,3447,1340
1728,3448,2956
20,3449,3232
1253,3450,2114
,3451,3898
51,3452,3232
5496,3453,1841
79,3454,2211
284,3455,1885
407,3456,3706
93328,3457,2231
,3458,3329
15758,3459,3056
1138,3460,2688
536,3461,1282
,3462,816
41,3463,2752
203,3464,2543
,3465,3884
1288,3466,2293
80,3467,3719
10389,3468,489
3327,3469,3829
66,3470,1147
310,3471,1648
,3472,2516
1906,3473,1623
,3474,3567
19,3475,1928
212,3476,3898
,3477,1279
617,3478,151
72,3479,164
242,3480,2894
99,3481,2543
60,3482,3707
2001,3483,2453
3254,3484,215
13074,3485,3655
1851,3486,1899
,3487,875
,3488,2364
3040,3489,172
,3490,2328
,3491,2855
66,3492,2201
356,3493,1062
33,3494,2016
3311,3495,687
661,3496,3346
6332,3497,3056
,3498,2364
7569,3499,3819
6867,3500,3417
,3501,3121
2937,3502,3860
2105,3503,1814
,3504,3898
19,3505,1596
854,3506,3329
33,3507,2940
,3508,3616
,3509,2364
2909,3510,162
,3511,1115
262,3512,2018
2130,3513,2845
7034,3514,3059
666,3515,1852
5553,3516,1082
50,3517,1147
70,3518,3035
567,3519,3080
2510,3520,1899
2,3521,893
499,3522,3796
5851,3523,3097
59,3524,3703
126,3525,857
1302,3526,875
415,3527,225
,3528,2734
2091,3529,298
7203,3530,2894
344,3531,2584
3460,3532,425
641,3533,3085
1123,3534,872
,3535,761
,3536,3527
,3537,3027
796,3538,1648
18,3539,3232
43334,3540,3898
,3541,3504
112,3542,2003
2864,3543,2894
,3544,2212
6,3545,1582
5363,3546,2871
23,3547,1410
896,3548,959
1473,3549,3624
,3550,1072
668,3551,3831
428,3552,2784
,3553,3207
430,3554,257
,3555,1765
60,3556,1666
154,3557,3792
1354,3558,222
,3559,231
,3560,2364
2752,3561,600
159,3562,2061
6,3563,3326
113,3564,2086
,3565,1072
161,3566,238
14,3567,3896
,3568,3207
5142,3569,1559
3643,3570,687
356,3571,582
,3572,3616
270,3573,1853
2508,3574,366
1440,3575,148
,3576,3666
389,3577,1885
1771,3578,119
241,3579,350
1677,3580,696
540,3581,2729
78,3582,464
139,3583,1175
2,3584,3196
1095,3585,1103
12358,3586,2924
9139,3587,3829
2064,3588,2433
522,3589,3230
,3590,3178
2557,3591,3477
7,3592,672
1216,3593,696
1022,3594,2364
4461,3595,600
,3596,3096
992,3597,1279
,3598,2364
882,3599,2054
17,3600,3232
556,3601,726
13,3602,2747
358,3603,2444
9510,3604,2917
,3605,2657
,3606,3891
,3607,2760
113,3608,591
,3609,2763
858,3610,3687
498,3611,380
6,3612,3306
3148,3613,3898
31,3614,361
,3615,1718
,3616,3898
,3617,3898
391,3618,3439
305,3619,1739
,3620,1582
,3621,3686
14,3622,2364
,3623,1765
,3624,3898
55027,3625,2346
638,3626,3752
,3626,3898
638,3626,3752
,3626,3898
733,3627,1400
214,3628,2314
,3629,1924
,3630,3178
386,3631,687
63,3632,772
,3632,1666
63,3632,772
,3632,1666
258,3633,242
7,3634,772
,3635,3607
4444,3636,1468
