"itemID","OneTimeCustomers","RepeatPurchaseCustomers","RepeatCustomerProbability"
10023,63,1,0.015625
10024,8,1,0.1111111111111111
10025,3,0,0
10026,2,1,0.3333333333333333
10027,23,2,0.08
10028,2,3,0.6
10030,6,0,0
10031,3,0,0
10032,0,1,1
10033,264,29,0.09897610921501707
10034,2,1,0.3333333333333333
10035,1,1,0.5
10037,13,1,0.07142857142857142
10038,2,1,0.3333333333333333
10039,34,9,0.20930232558139536
10040,1,0,0
10041,7,0,0
10042,155,21,0.11931818181818182
10043,30,0,0
10044,1,0,0
10045,9,1,0.1
10046,6,1,0.14285714285714285
10047,9,1,0.1
10049,77,16,0.17204301075268819
10050,1,0,0
10051,4,0,0
10052,109,20,0.15503875968992248
10053,6,2,0.25
10054,1,0,0
10055,7,0,0
10056,2,0,0
10057,139,14,0.0915032679738562
10058,76,1,0.012987012987012988
10059,13,2,0.13333333333333333
10060,23,16,0.41025641025641024
10061,4,0,0
10062,31,4,0.11428571428571428
10063,74,9,0.10843373493975904
10064,5,1,0.16666666666666666
10065,2,0,0
10066,1,0,0
10067,2,2,0.5
10068,2,0,0
10069,3,0,0
10070,1,0,0
10071,3,0,0
10072,5,0,0
10073,3,0,0
10074,1,0,0
10075,1,0,0
10076,1,0,0
10077,4,0,0
10078,2,0,0
10079,0,1,1
10080,11,3,0.21428571428571427
10081,1,0,0
10082,59,6,0.09230769230769231
10083,14,0,0
10084,12,0,0
10085,2,0,0
10086,1,0,0
10087,10,0,0
10088,1,0,0
10089,10,3,0.23076923076923078
10090,15,1,0.0625
10091,115,3,0.025423728813559324
10092,1,0,0
10093,11,0,0
10094,1,0,0
10096,5,0,0
10097,4,0,0
10098,0,1,1
10099,0,1,1
10100,1,0,0
10101,1,0,0
10102,3,0,0
10103,3,0,0
10104,42,6,0.125
10106,1,0,0
10108,10,0,0
10109,13,0,0
10110,6,0,0
10111,59,18,0.23376623376623376
10112,0,1,1
10113,2,0,0
10114,11,2,0.15384615384615385
10115,1,0,0
10116,2,0,0
10117,5,5,0.5
10118,2,2,0.5
10119,4,0,0
10120,6,0,0
10121,5,0,0
10122,1,0,0
10123,13,0,0
10124,14,0,0
10125,4,0,0
10126,18,1,0.05263157894736842
10127,3,0,0
10128,1,0,0
10129,1,0,0
10130,115,27,0.19014084507042253
10131,20,2,0.09090909090909091
10132,2,0,0
10133,479,35,0.06809338521400778
10135,2,0,0
10136,72,16,0.18181818181818182
10137,3,0,0
10138,28,6,0.17647058823529413
10139,21,2,0.08695652173913043
10140,2,0,0
10141,3,0,0
10142,3,0,0
10143,5,1,0.16666666666666666
10144,6,0,0
10145,142,28,0.16470588235294117
10146,1,0,0
10148,3,0,0
10149,14,0,0
10150,17,1,0.05555555555555555
10151,16,1,0.058823529411764705
10152,1,0,0
10153,52,5,0.08771929824561403
10154,1,0,0
10155,3,0,0
10156,1,0,0
10157,2,0,0
10158,59,11,0.15714285714285714
10159,63,5,0.07352941176470588
10160,55,33,0.375
10161,3,2,0.4
10163,1,0,0
10164,10,1,0.09090909090909091
10165,27,1,0.03571428571428571
10166,55,3,0.05172413793103448
10167,80,1,0.012345679012345678
10169,7,2,0.2222222222222222
10170,10,1,0.09090909090909091
10171,7,0,0
10172,2,0,0
10173,18,1,0.05263157894736842
10174,226,23,0.09236947791164658
10175,5,1,0.16666666666666666
10176,33,19,0.36538461538461536
10177,12,0,0
10178,5,0,0
10179,55,1,0.017857142857142856
10180,1,0,0
10181,1,0,0
10182,1,0,0
10183,12,1,0.07692307692307693
10184,2,0,0
10185,2,0,0
10186,21,1,0.045454545454545456
10187,5,1,0.16666666666666666
10189,7,0,0
10190,32,1,0.030303030303030304
10191,1,0,0
10192,5,0,0
10193,7,1,0.125
10194,8,0,0
10195,11,0,0
10196,5,0,0
10197,0,1,1
10198,6,0,0
10199,11,0,0
10200,0,1,1
10201,2,0,0
10202,8,8,0.5
10203,75,38,0.336283185840708
10204,1,0,0
10205,4,0,0
10206,0,1,1
10207,3,0,0
10208,8,2,0.2
10209,1,0,0
10210,4,0,0
10211,1,0,0
10212,1,0,0
10213,4,0,0
10214,3,0,0
10215,1,0,0
10216,10,3,0.23076923076923078
10217,1,1,0.5
10218,37,6,0.13953488372093023
10220,5,0,0
10221,227,22,0.08835341365461848
10222,6,5,0.45454545454545453
10223,2,0,0
10224,1,0,0
10225,1,0,0
10227,7,0,0
10228,2,0,0
10229,24,5,0.1724137931034483
10230,1,0,0
10231,1,0,0
10232,1,0,0
10233,8,3,0.2727272727272727
10235,46,2,0.041666666666666664
10236,8,2,0.2
10237,15,3,0.16666666666666666
10238,5,0,0
10239,24,2,0.07692307692307693
10240,43,0,0
10241,1,0,0
10242,2,0,0
10243,17,4,0.19047619047619047
10244,10,2,0.16666666666666666
10245,1,0,0
10246,31,16,0.3404255319148936
10247,1,0,0
10248,4,0,0
10249,16,4,0.2
10250,4,0,0
10251,3,0,0
10252,1,0,0
10253,4,4,0.5
10254,36,16,0.3076923076923077
10255,8,0,0
10256,2,0,0
10257,4,1,0.2
10258,211,90,0.29900332225913623
10259,15,3,0.16666666666666666
10260,312,20,0.060240963855421686
10261,1,0,0
10262,1,0,0
10263,5,0,0
10264,52,17,0.2463768115942029
10265,1,0,0
10266,18,1,0.05263157894736842
10267,7,2,0.2222222222222222
10269,2,0,0
10270,7,0,0
10271,4,1,0.2
10272,11,0,0
10274,1,0,0
10275,30,6,0.16666666666666666
10277,2,0,0
10278,1,0,0
10279,2,0,0
10280,0,1,1
10281,67,15,0.18292682926829268
10282,91,24,0.20869565217391303
10283,11,0,0
10284,1,0,0
10285,4,2,0.3333333333333333
10286,60,10,0.14285714285714285
10287,2,0,0
10288,14,1,0.06666666666666667
10289,3,0,0
10290,13,0,0
10291,1,0,0
10292,2,0,0
10293,4,1,0.2
10294,1,0,0
10295,1,0,0
10296,8,0,0
10297,8,2,0.2
10298,1,0,0
10299,724,108,0.12980769230769232
10300,43,12,0.21818181818181817
10301,1,0,0
10302,43,4,0.0851063829787234
10303,16,2,0.1111111111111111
10304,2,0,0
10305,1,1,0.5
10306,11,1,0.08333333333333333
10307,4,0,0
10308,29,3,0.09375
10309,4,0,0
10310,1,0,0
10311,211,12,0.053811659192825115
10312,1,1,0.5
10313,8,0,0
10314,5,1,0.16666666666666666
10315,16,5,0.23809523809523808
10316,6,1,0.14285714285714285
10317,1,0,0
10318,3,3,0.5
10319,1,0,0
10320,2,1,0.3333333333333333
10321,1,0,0
10322,1,0,0
10323,2,0,0
10324,29,2,0.06451612903225806
10325,1,0,0
10326,6,0,0
10328,346,19,0.052054794520547946
10329,2,0,0
10330,2,0,0
10331,1,0,0
10332,66,4,0.05714285714285714
10333,8,0,0
10334,12,0,0
10335,11,0,0
10336,1,0,0
10337,1,0,0
10338,16,2,0.1111111111111111
10339,16,3,0.15789473684210525
10340,25,6,0.1935483870967742
10341,266,79,0.2289855072463768
10342,2,0,0
10343,1,0,0
10344,11,1,0.08333333333333333
10345,1,0,0
10346,1,2,0.6666666666666666
10347,23,4,0.14814814814814814
10348,1,0,0
10349,2,0,0
10350,1,0,0
10351,1,0,0
10352,1,0,0
10353,1,1,0.5
10354,10,1,0.09090909090909091
10355,13,5,0.2777777777777778
10356,1,2,0.6666666666666666
10357,2,1,0.3333333333333333
10358,91,3,0.031914893617021274
10359,0,1,1
10360,22,1,0.043478260869565216
10361,117,16,0.12030075187969924
10362,11,0,0
10363,45,0,0
10364,317,4,0.012461059190031152
10365,1,0,0
10366,5,0,0
10367,1,0,0
10368,58,5,0.07936507936507936
10369,1,0,0
10370,1,0,0
10371,3,0,0
10372,18,1,0.05263157894736842
10373,6,4,0.4
10374,11,0,0
10375,1,0,0
10376,422,87,0.17092337917485265
10377,2,1,0.3333333333333333
10378,9,1,0.1
10379,1,0,0
10380,3,0,0
10381,1,0,0
10382,241,24,0.09056603773584905
10383,1,0,0
10384,1,0,0
10385,34,0,0
10386,1,0,0
10387,2,0,0
10388,2,1,0.3333333333333333
10389,2,0,0
10390,1,0,0
10391,2,1,0.3333333333333333
10392,215,19,0.0811965811965812
10393,48,13,0.21311475409836064
10394,6,0,0
10395,38,2,0.05
10396,4,0,0
10397,36,9,0.2
10398,3,0,0
10399,2,0,0
10400,10,0,0
10401,71,7,0.08974358974358974
10402,6,0,0
10403,5,0,0
10404,15,0,0
10405,2,0,0
10406,9,0,0
10407,1,0,0
10408,4,0,0
10409,198,62,0.23846153846153847
10410,42,7,0.14285714285714285
10411,2,0,0
10412,40,8,0.16666666666666666
10413,13,0,0
10414,1,0,0
10415,2,0,0
10416,1,0,0
10417,1,0,0
10418,2,0,0
10419,1,0,0
10420,2,1,0.3333333333333333
10421,1,0,0
10422,1,0,0
10423,0,1,1
10424,7,1,0.125
10425,9,6,0.4
10426,2,0,0
10427,16,1,0.058823529411764705
10428,38,0,0
10429,5,2,0.2857142857142857
10430,1,0,0
10431,38,9,0.19148936170212766
10432,2,0,0
10433,1,0,0
10434,82,8,0.08888888888888889
10435,1,0,0
10436,3,0,0
10437,1,0,0
10438,10,1,0.09090909090909091
10439,1,0,0
10440,72,104,0.5909090909090909
10441,11,3,0.21428571428571427
10442,2,0,0
10443,1,0,0
10444,5,0,0
10445,10,0,0
10446,27,2,0.06896551724137931
10447,2,0,0
10448,2,0,0
10449,2,0,0
10450,15,0,0
10451,9,3,0.25
10452,602,73,0.10814814814814815
10453,3,0,0
10454,5,0,0
10456,1,0,0
10457,15,2,0.11764705882352941
10458,22,6,0.21428571428571427
10459,1,0,0
10460,2,0,0
10461,14,12,0.46153846153846156
10462,17,0,0
10463,1,0,0
10464,1,0,0
10465,16,0,0
10466,1,0,0
10467,5,4,0.4444444444444444
10468,7,2,0.2222222222222222
10469,7,0,0
10470,1,0,0
10471,1,0,0
10472,1,0,0
10473,82,10,0.10869565217391304
10474,4,0,0
10475,2,0,0
10476,41,4,0.08888888888888889
10477,5,0,0
10478,5,0,0
10479,5,0,0
10480,27,3,0.1
10482,1,0,0
10483,23,0,0
10484,1,0,0
10486,3,1,0.25
10488,1,1,0.5
10489,1,0,0
10490,1,0,0
10491,2,0,0
10492,2,1,0.3333333333333333
10493,6,0,0
10494,3,2,0.4
10495,7,3,0.3
10496,1,0,0
10497,3,0,0
10498,29,3,0.09375
10499,1,0,0
10500,12,0,0
10501,2,0,0
10502,1,0,0
10503,3,0,0
10504,2,0,0
10505,19,0,0
10506,10,1,0.09090909090909091
10507,200,104,0.34210526315789475
10508,23,9,0.28125
10509,0,1,1
10510,2,1,0.3333333333333333
10511,5,4,0.4444444444444444
10512,9,0,0
10513,3,0,0
10514,12,0,0
10515,17,4,0.19047619047619047
10516,27,0,0
10517,2,0,0
10518,44,4,0.08333333333333333
10519,32,6,0.15789473684210525
10520,1,0,0
10521,1,0,0
10523,1,0,0
10524,1,0,0
10525,3,0,0
10526,1,2,0.6666666666666666
10527,4,1,0.2
10528,47,1,0.020833333333333332
10529,4,0,0
10530,1,0,0
10531,15,2,0.11764705882352941
10532,2,1,0.3333333333333333
10533,13,1,0.07142857142857142
10534,8,1,0.1111111111111111
10535,11,1,0.08333333333333333
10536,4,0,0
10537,2,0,0
10538,4,0,0
10539,2,1,0.3333333333333333
10540,4,0,0
10541,2,0,0
10542,1,0,0
10544,7,0,0
10546,3,0,0
10547,1,1,0.5
10548,709,23,0.031420765027322405
10549,1,0,0
10550,2,0,0
10551,1,0,0
10552,1,0,0
10553,7,0,0
10554,1,0,0
10555,15,1,0.0625
10556,72,3,0.04
10557,1,0,0
10558,15,0,0
10559,7,0,0
10560,5,1,0.16666666666666666
10561,26,1,0.037037037037037035
10562,1,0,0
10563,18,1,0.05263157894736842
10564,1,0,0
10565,16,0,0
10566,5,0,0
10567,1,1,0.5
10568,2,0,0
10569,2,0,0
10570,77,9,0.10465116279069768
10571,7,0,0
10572,4,2,0.3333333333333333
10573,38,6,0.13636363636363635
10574,5,1,0.16666666666666666
10575,1,0,0
10576,3,0,0
10577,15,1,0.0625
10578,4,0,0
10579,5,1,0.16666666666666666
10580,5,0,0
10581,12,0,0
10582,9,0,0
10583,1,0,0
10584,16,1,0.058823529411764705
10585,6,0,0
10586,3,0,0
10587,127,24,0.15894039735099338
10588,7,1,0.125
10589,1,0,0
10590,74,14,0.1590909090909091
10591,4,1,0.2
10592,8,4,0.3333333333333333
10593,1,0,0
10594,4,0,0
10595,12,2,0.14285714285714285
10596,9,0,0
10597,3,0,0
10598,11,5,0.3125
10599,18,1,0.05263157894736842
10600,15,1,0.0625
10601,1,0,0
10602,23,9,0.28125
10603,2,1,0.3333333333333333
10604,3,0,0
10605,1,0,0
10606,23,2,0.08
10607,22,0,0
10608,2,0,0
10609,1,1,0.5
10610,0,1,1
10611,54,2,0.03571428571428571
10612,8,8,0.5
10613,10,1,0.09090909090909091
10614,5,0,0
10615,5,1,0.16666666666666666
10616,1,0,0
10617,2,0,0
10618,3,1,0.25
10619,2,0,0
10620,2,1,0.3333333333333333
10621,10,1,0.09090909090909091
10623,1,0,0
10624,3,0,0
10625,72,6,0.07692307692307693
10626,31,0,0
10627,6,0,0
10628,15,2,0.11764705882352941
10629,3,1,0.25
10630,1,0,0
10631,2,0,0
10632,6,0,0
10633,1,0,0
10634,28,0,0
10635,3,0,0
10636,2,0,0
10637,5,0,0
10638,3,0,0
10639,1,0,0
10640,68,17,0.2
10641,436,77,0.15009746588693956
10642,6,0,0
10643,7,1,0.125
10644,16,5,0.23809523809523808
10645,5,1,0.16666666666666666
10646,10,8,0.4444444444444444
10647,1,0,0
10648,140,50,0.2631578947368421
10649,4,0,0
10650,72,9,0.1111111111111111
10651,15,18,0.5454545454545454
10652,6,1,0.14285714285714285
10653,4,0,0
10654,16,0,0
10655,3,0,0
10656,11,0,0
10657,11,3,0.21428571428571427
10658,1,0,0
10659,51,7,0.1206896551724138
10660,1,0,0
10661,26,5,0.16129032258064516
10662,2,0,0
10663,8,0,0
10664,1,0,0
10666,4,1,0.2
10667,0,1,1
10668,6,0,0
10669,35,3,0.07894736842105263
10670,1,0,0
10671,3,0,0
10672,193,19,0.08962264150943396
10673,2,0,0
10674,9,2,0.18181818181818182
10675,49,16,0.24615384615384617
10676,2,0,0
10677,31,5,0.1388888888888889
10678,16,0,0
10679,9,1,0.1
10680,14,1,0.06666666666666667
10681,1,0,0
10682,3,0,0
10683,10,0,0
10684,8,0,0
10685,0,1,1
10686,19,1,0.05
10687,17,6,0.2608695652173913
10688,1,0,0
10689,2,1,0.3333333333333333
10690,3,0,0
10691,7,0,0
10692,3,0,0
10693,4,0,0
10694,10,1,0.09090909090909091
10695,2,0,0
10696,2,1,0.3333333333333333
10697,2,0,0
10698,20,4,0.16666666666666666
10699,6,0,0
10700,2,0,0
10701,20,3,0.13043478260869565
10702,5,1,0.16666666666666666
10703,461,111,0.19405594405594406
10704,9,2,0.18181818181818182
10705,9,0,0
10706,1,0,0
10707,1,0,0
10708,1,1,0.5
10709,0,1,1
10710,2,0,0
10711,8,2,0.2
10712,46,7,0.1320754716981132
10714,45,17,0.27419354838709675
10715,25,1,0.038461538461538464
10716,21,5,0.19230769230769232
10717,1,0,0
10718,1,0,0
10720,62,2,0.03125
10721,12,7,0.3684210526315789
10722,1,0,0
10723,6,0,0
10724,2,0,0
10725,2,0,0
10726,7,0,0
10728,7,0,0
10729,9,0,0
10730,1,0,0
10731,5,0,0
10732,1,0,0
10733,1,0,0
10734,1,0,0
10735,1,0,0
10736,2,0,0
10737,2,0,0
10738,37,1,0.02631578947368421
10739,61,16,0.2077922077922078
10740,4,0,0
10741,2,0,0
10742,5,0,0
10743,7,0,0
10744,14,0,0
10745,8,2,0.2
10746,3,0,0
10747,4,1,0.2
10748,5,1,0.16666666666666666
10749,55,22,0.2857142857142857
10750,3,1,0.25
10751,0,1,1
10752,1,0,0
10753,45,1,0.021739130434782608
10754,2,0,0
10755,3,0,0
10756,294,35,0.10638297872340426
10757,3,0,0
10758,13,0,0
10759,1,0,0
10760,1,0,0
10761,9,0,0
10762,4,0,0
10763,1,0,0
10764,3,0,0
10765,58,1,0.01694915254237288
10766,31,0,0
10767,1,0,0
10768,8,0,0
10769,58,3,0.04918032786885246
10770,12,6,0.3333333333333333
10771,5,0,0
10772,1,0,0
10773,7,1,0.125
10774,8,1,0.1111111111111111
10775,6,1,0.14285714285714285
10776,2,0,0
10777,1,0,0
10778,1,0,0
10779,4,0,0
10780,4,0,0
10781,79,11,0.12222222222222222
10782,62,18,0.225
10783,1,0,0
10785,3,0,0
10786,6,0,0
10787,1,1,0.5
10788,3,0,0
10789,1,0,0
10790,38,9,0.19148936170212766
10791,1,0,0
10792,14,6,0.3
10793,2,1,0.3333333333333333
10794,8,1,0.1111111111111111
10795,6,0,0
10796,39,3,0.07142857142857142
10797,2,0,0
10798,51,4,0.07272727272727272
10799,9,0,0
10800,0,1,1
10802,8,1,0.1111111111111111
10803,2,0,0
10804,23,1,0.041666666666666664
10805,175,26,0.12935323383084577
10806,1,0,0
10807,9,0,0
10808,1,0,0
10809,1,0,0
10810,2,0,0
10811,1,0,0
10812,2,0,0
10813,159,2,0.012422360248447204
10814,72,9,0.1111111111111111
10815,4,2,0.3333333333333333
10816,6,1,0.14285714285714285
10817,12,2,0.14285714285714285
10818,1,0,0
10819,1,0,0
10820,6,0,0
10821,29,10,0.2564102564102564
10822,16,0,0
10823,6,0,0
10824,7,2,0.2222222222222222
10825,20,20,0.5
10826,5,2,0.2857142857142857
10827,0,1,1
10828,1,0,0
10829,1,0,0
10830,1,0,0
10831,13,1,0.07142857142857142
10832,1,0,0
10833,3,0,0
10834,3,0,0
10835,33,0,0
10836,1,0,0
10837,45,8,0.1509433962264151
10838,0,1,1
10839,3,2,0.4
10840,1,0,0
10841,5,0,0
10842,2,0,0
10843,23,0,0
10844,20,1,0.047619047619047616
10845,1,0,0
10846,5,2,0.2857142857142857
10847,3,0,0
10848,13,2,0.13333333333333333
10849,239,50,0.17301038062283736
10850,0,1,1
10851,3,2,0.4
10852,51,3,0.05555555555555555
10853,1,1,0.5
10854,1,0,0
10855,4,1,0.2
10856,3,0,0
10857,1,0,0
10858,2,0,0
10859,2,0,0
10860,4,3,0.42857142857142855
10861,2,0,0
10862,11,2,0.15384615384615385
10863,4,1,0.2
10864,2,0,0
10865,5,0,0
10866,4,0,0
10867,1,0,0
10868,2,1,0.3333333333333333
10869,25,7,0.21875
10870,2,1,0.3333333333333333
10871,27,4,0.12903225806451613
10872,32,1,0.030303030303030304
10873,2,0,0
10874,15,5,0.25
10875,131,17,0.11486486486486487
10876,9,1,0.1
10877,35,0,0
10878,4,0,0
10879,3,0,0
10880,119,21,0.15
10881,3,0,0
10882,2,0,0
10883,3,0,0
10884,41,16,0.2807017543859649
10885,81,14,0.14736842105263157
10886,1,0,0
10887,1,0,0
10888,0,1,1
10889,0,1,1
10890,13,1,0.07142857142857142
10891,0,1,1
10892,6,1,0.14285714285714285
10893,1,1,0.5
10894,146,13,0.08176100628930817
10895,4,0,0
10896,1,1,0.5
10897,21,1,0.045454545454545456
10898,1,0,0
10899,21,1,0.045454545454545456
10900,126,18,0.125
10901,2,0,0
10902,1,0,0
10903,7,0,0
10904,5,0,0
10905,4,0,0
10906,2,0,0
10907,3,1,0.25
10908,4,0,0
10909,1,0,0
10910,28,9,0.24324324324324326
10911,17,6,0.2608695652173913
10912,160,26,0.13978494623655913
10913,1,0,0
10914,20,4,0.16666666666666666
10915,1,0,0
10916,6,1,0.14285714285714285
10917,1,1,0.5
10918,4,0,0
10919,1,0,0
10920,44,13,0.22807017543859648
10921,34,13,0.2765957446808511
10922,3,1,0.25
10923,1,0,0
10924,1,1,0.5
10925,10,0,0
10926,1,0,0
10927,5,0,0
10928,5,0,0
10929,1,0,0
10931,0,1,1
10932,4,0,0
10933,2,0,0
10934,2,0,0
10935,2,0,0
10936,30,2,0.0625
10937,3,1,0.25
10938,8,0,0
10939,2,0,0
10940,78,8,0.09302325581395349
10941,13,0,0
10942,5,1,0.16666666666666666
10943,13,0,0
10944,7,0,0
10945,221,81,0.2682119205298013
10946,29,10,0.2564102564102564
10947,1,0,0
10948,4,0,0
10949,1,0,0
10950,1,0,0
10952,1,0,0
10953,12,4,0.25
10954,130,3,0.022556390977443608
10955,2,0,0
10957,187,19,0.09223300970873786
10958,32,29,0.47540983606557374
10959,18,1,0.05263157894736842
10960,12,1,0.07692307692307693
10961,570,117,0.1703056768558952
10962,14,0,0
10963,3,2,0.4
10964,5,1,0.16666666666666666
10965,7,2,0.2222222222222222
10966,14,3,0.17647058823529413
10967,12,4,0.25
10968,2,0,0
10969,1,0,0
10970,37,3,0.075
10971,6,0,0
10972,3,3,0.5
10973,1,0,0
10974,9,0,0
10975,117,9,0.07142857142857142
10976,20,0,0
10977,93,30,0.24390243902439024
10978,1,0,0
10979,1,0,0
10980,17,0,0
10981,0,2,1
10982,5,2,0.2857142857142857
10983,1,1,0.5
10984,52,10,0.16129032258064516
10985,1,0,0
10986,17,2,0.10526315789473684
10987,2,1,0.3333333333333333
10988,1,0,0
10989,132,60,0.3125
10990,2,1,0.3333333333333333
10991,0,1,1
10992,2,0,0
10993,1,0,0
10994,5,0,0
10995,7,0,0
10996,1,0,0
10997,269,64,0.1921921921921922
10998,2,0,0
10999,1,0,0
11000,14,2,0.125
11001,22,13,0.37142857142857144
11002,1,0,0
11003,10,1,0.09090909090909091
11004,4,0,0
11005,3,0,0
11006,1,0,0
11007,5,0,0
11008,3,1,0.25
11009,287,39,0.1196319018404908
11010,80,5,0.058823529411764705
11011,21,2,0.08695652173913043
11012,4,0,0
11013,5,0,0
11014,53,9,0.14516129032258066
11015,14,3,0.17647058823529413
11016,4,0,0
11017,26,7,0.21212121212121213
11018,1,0,0
11019,1,0,0
11020,10,3,0.23076923076923078
11021,3,0,0
11022,1,0,0
11023,0,1,1
11024,12,12,0.5
11025,17,0,0
11026,36,2,0.05263157894736842
11027,7,0,0
11028,1,0,0
11029,1,0,0
11030,121,31,0.20394736842105263
11031,1,0,0
11032,176,51,0.22466960352422907
11033,2,0,0
11034,14,5,0.2631578947368421
11035,23,2,0.08
11036,1,0,0
11037,23,0,0
11038,1,0,0
11039,5,1,0.16666666666666666
11040,2,0,0
11041,1,0,0
11042,1,0,0
11043,1,0,0
11044,34,6,0.15
11045,21,1,0.045454545454545456
11046,1,0,0
11047,61,24,0.2823529411764706
11048,374,48,0.11374407582938388
11049,12,0,0
11050,1,0,0
11051,61,2,0.031746031746031744
11052,4,0,0
11053,2,0,0
11054,1,0,0
11055,21,1,0.045454545454545456
11056,20,2,0.09090909090909091
11057,35,9,0.20454545454545456
11058,1,0,0
11059,3,0,0
11060,13,0,0
11061,34,11,0.24444444444444444
11062,16,2,0.1111111111111111
11063,77,33,0.3
11064,123,10,0.07518796992481203
11065,7,0,0
11066,6,0,0
11067,20,6,0.23076923076923078
11068,6,0,0
11069,16,6,0.2727272727272727
11070,63,3,0.045454545454545456
11072,3,0,0
11073,19,2,0.09523809523809523
11074,26,9,0.2571428571428571
11075,4,1,0.2
11076,9,0,0
11077,33,2,0.05714285714285714
11078,4,0,0
11079,8,1,0.1111111111111111
11080,58,10,0.14705882352941177
11081,1,0,0
11082,27,1,0.03571428571428571
11083,9,1,0.1
11084,1,2,0.6666666666666666
11085,4,0,0
11086,1,0,0
11087,2,0,0
11088,249,141,0.36153846153846153
11089,8,2,0.2
11090,2,0,0
11091,25,1,0.038461538461538464
11092,3,0,0
11093,1,0,0
11094,6,0,0
11095,3,2,0.4
11096,2,0,0
11097,33,5,0.13157894736842105
11098,6,0,0
11099,1,0,0
11100,9,4,0.3076923076923077
11101,5,0,0
11102,4,1,0.2
11103,2,2,0.5
11104,9,1,0.1
11105,11,2,0.15384615384615385
11106,1,0,0
11107,1,0,0
11108,7,0,0
11109,1,0,0
11110,1,0,0
11111,2,1,0.3333333333333333
11112,4,0,0
11113,4,0,0
11114,1,0,0
11115,1,0,0
11116,32,0,0
11117,0,1,1
11118,17,3,0.15
11119,48,3,0.058823529411764705
11120,106,62,0.36904761904761907
11121,3,0,0
11122,6,1,0.14285714285714285
11123,12,3,0.2
11124,394,35,0.08158508158508158
11125,4,1,0.2
11126,19,3,0.13636363636363635
11127,1,0,0
11129,1,0,0
11130,250,31,0.1103202846975089
11132,8,1,0.1111111111111111
11133,16,2,0.1111111111111111
11134,2,0,0
11135,144,25,0.14792899408284024
11136,39,14,0.2641509433962264
11137,91,8,0.08080808080808081
11138,2,0,0
11139,12,0,0
11140,120,33,0.21568627450980393
11141,1,2,0.6666666666666666
11142,0,2,1
11143,71,0,0
11144,4,0,0
11145,11,1,0.08333333333333333
11146,1,0,0
11148,66,10,0.13157894736842105
11149,3,0,0
11150,3,0,0
11151,1,0,0
11152,2,1,0.3333333333333333
11153,3,1,0.25
11155,101,81,0.44505494505494503
11156,1,2,0.6666666666666666
11157,0,1,1
11158,18,4,0.18181818181818182
11159,17,1,0.05555555555555555
11160,2,0,0
11161,5,1,0.16666666666666666
11162,14,2,0.125
11163,18,1,0.05263157894736842
11164,1,0,0
11165,66,6,0.08333333333333333
11166,1,0,0
11167,6,2,0.25
11168,2,0,0
11169,1,0,0
11170,3,0,0
11171,1,0,0
11172,1,0,0
11173,16,0,0
11174,1,0,0
11175,7,1,0.125
11177,14,1,0.06666666666666667
11178,47,6,0.11320754716981132
11179,19,2,0.09523809523809523
11180,109,36,0.2482758620689655
11181,13,5,0.2777777777777778
11182,10,0,0
11183,12,0,0
11184,1,0,0
11185,1,0,0
11186,3,0,0
11187,1,0,0
11188,1054,207,0.1641554321966693
11189,2,1,0.3333333333333333
11190,1,0,0
11191,1,0,0
11192,4,0,0
11193,7,0,0
11194,57,10,0.14925373134328357
11195,23,0,0
11196,1,0,0
11197,4,0,0
11198,78,19,0.1958762886597938
11199,749,143,0.16031390134529147
11200,1,0,0
11201,13,3,0.1875
11202,3,0,0
11203,221,41,0.15648854961832062
11204,8,2,0.2
11205,1,0,0
11206,16,1,0.058823529411764705
11207,27,11,0.2894736842105263
11208,31,0,0
11209,1,0,0
11210,5,0,0
11211,58,6,0.09375
11212,12,1,0.07692307692307693
11213,242,31,0.11355311355311355
11214,5,0,0
11215,5,0,0
11216,12,1,0.07692307692307693
11217,7,0,0
11218,60,29,0.3258426966292135
11219,16,3,0.15789473684210525
11220,149,22,0.1286549707602339
11221,24,2,0.07692307692307693
11222,15,0,0
11223,2,0,0
11224,108,7,0.06086956521739131
11225,12,0,0
11226,1,0,0
11227,8,0,0
11228,6,2,0.25
11229,18,0,0
11230,1,0,0
11231,1,0,0
11232,2,0,0
11233,35,3,0.07894736842105263
11234,97,6,0.05825242718446602
11235,2,0,0
11236,30,6,0.16666666666666666
11237,0,1,1
11238,1,0,0
11239,14,0,0
11240,2,0,0
11241,3,0,0
11242,7,0,0
11243,47,7,0.12962962962962962
11244,1,0,0
11245,1,0,0
11246,3,0,0
11247,4,0,0
11248,2,1,0.3333333333333333
11249,8,0,0
11250,78,12,0.13333333333333333
11251,2171,760,0.25929716820197884
11252,12,2,0.14285714285714285
11253,5,2,0.2857142857142857
11254,2,0,0
11255,2,0,0
11256,2,0,0
11257,5,1,0.16666666666666666
11258,23,1,0.041666666666666664
11259,7,0,0
11260,1,0,0
11261,5,0,0
11262,34,6,0.15
11263,3,0,0
11264,11,2,0.15384615384615385
11265,4,2,0.3333333333333333
11266,17,2,0.10526315789473684
11267,8,0,0
11268,1,0,0
11269,4,4,0.5
11271,6,0,0
11272,1,0,0
11273,2,2,0.5
11274,3,0,0
11275,12,0,0
11276,0,1,1
11277,1,0,0
11278,37,2,0.05128205128205128
11279,1,0,0
11280,13,2,0.13333333333333333
11281,58,3,0.04918032786885246
11283,1,0,0
11284,1,0,0
11285,1,0,0
11286,11,0,0
