"itemID","Mean(date&time diff)","Sum(order)"
7838,2,4
7840,56,4
7842,36,4
7849,100,2
7850,23.111111111111114,120
7851,39.666666666666664,3
7854,55,5
7856,42.166666666666664,17
7859,37.6,18
7860,42.416666666666664,23
7867,59.400000000000006,6
7872,10.5,8
7876,20,2
7877,32.4,5
7878,47.42857142857143,10
7879,43.5,2
7881,41,15
7882,33.166666666666664,6
7883,52,9
7887,2.5,4
7890,57,10
7891,62.33333333333333,21
7892,59.60000000000001,5
7894,53.23104693140796,386
7896,84,2
7898,52.5,2
7901,54.526315789473685,25
7905,35.5,2
7911,33.5,2
7912,69.5,2
7913,41.015075376884454,592
7915,47.66666666666667,6
7917,19.5,6
7920,47.514285714285705,38
7923,32.42857142857141,83
7929,25.833333333333332,10
7933,50.5,6
7936,64,2
7937,41.47619047619047,35
7939,29,2
7944,34.166666666666664,6
7948,58.888888888888886,41
7949,31.279999999999998,58
7950,26,2
7951,34.75,202
7952,47.25,4
7953,8.5,5
7957,54,4
7958,30.25,4
7960,32.84615384615384,14
7961,45.5,9
7963,38.884615384615394,32
7965,22,2
7966,46.99999999999999,3
7968,56.5,14
7969,53,3
7970,41,9
7976,46.61558441558443,550
7978,39.12500000000001,113
7979,51.34666666666665,111
7982,38.10714285714286,39
7983,33.18181818181818,12
7987,15.75,4
7991,76.5,2
7992,44.25,6
7993,49.625,18
7995,44,26
7996,15.666666666666666,5
7997,34.20634920634922,458
7998,53.875,16
8000,36.2,8
8001,48.125,12
8002,56.888888888888886,21
8003,44,7
8004,43.76470588235295,122
8006,24.875,16
8007,61.833333333333336,8
8017,58.57142857142857,9
8018,34.039062500000014,153
8019,46.57608695652173,110
8020,39,8
8021,42.64102564102566,84
8023,42.888888888888886,9
8024,29,2
8026,57.25,4
8028,10.444444444444443,22
8034,35.66666666666667,9
8035,26.222222222222225,19
8036,19.666666666666664,3
8042,38,2
8043,38.25,4
8045,11,4
8046,6.25,4
8049,37.2,5
8050,61.125,8
8052,91,4
8053,44.0943396226415,68
8054,37.060606060606055,103
8055,43.448979591836746,339
8061,59.57142857142857,12
8065,41.1818181818182,136
8069,39.25,4
8070,64.25,4
8073,48.75,4
8076,31.28571428571428,22
8078,24.25,4
8080,43.72727272727273,45
8082,89.75,4
8084,41.5,2
8094,34,2
8095,46.89583333333333,61
8097,2.5,2
8099,59.599999999999994,10
8103,29.428571428571434,7
8104,59.5,4
8106,37.60714285714285,76
8108,62.5,2
8110,57.5,2
8114,31.875,12
8115,54.33333333333333,3
8116,33.57142857142858,15
8117,62.06666666666667,15
8118,43.75,4
8121,27.25,4
8122,71.25,8
8123,41.400000000000006,13
8124,40.06666666666666,19
8127,38,2
8131,80,6
8133,30.5,12
8134,40.68181818181817,44
8138,103,2
8139,40.39583333333333,60
8142,50.83333333333332,55
8149,17,2
8150,15,4
8151,40.589743589743584,106
8154,57.5,4
8155,35.70833333333334,35
8156,39.22222222222222,83
8157,46.035714285714285,31
8166,38.5,2
8167,20,7
8168,52.33613445378154,130
8170,47.19512195121953,57
8171,43.166666666666664,6
8177,45.173913043478265,61
8181,77.66666666666666,6
8184,52.647058823529406,43
8188,60.3,11
8189,47.5,6
8190,20,2
8193,25.25,6
8196,36.666666666666664,3
8200,67,3
8206,46.38888888888889,18
8207,62.99999999999999,3
8212,77.66666666666666,3
8213,50.26315789473683,21
8216,34,3
8221,7,5
8223,33.5,2
8224,45.722222222222214,28
8230,60.88888888888889,9
8232,53.34782608695652,31
8233,40.15384615384615,24
8235,9.5,2
8237,53.800000000000004,5
8239,44.50000000000001,8
8243,56.61538461538461,40
8245,31.666666666666664,5
8246,37.76190476190478,69
8251,44.74576271186439,76
8252,40.45,104
8258,42.666666666666664,3
8259,15.75,9
8264,17,4
8265,28.451612903225808,62
8266,49.5,3
8272,54.625,10
8273,45.25,6
8274,44.01282051282051,78
8275,58.5,4
8276,51.75,11
8279,36,18
8281,30.5,2
8285,53,2
8287,67.80000000000001,10
8290,20,7
8300,10.9,10
8302,35.833333333333336,6
8303,43.727272727272734,11
8304,23.000000000000004,8
8307,34.30434782608696,78
8311,42.800000000000004,15
8317,43.666666666666664,3
8321,67.5,3
8328,67.33333333333333,6
8329,17.5,2
8331,35,3
8332,49.769230769230774,55
8333,59.5,2
8334,61.400000000000006,9
8335,50,3
8337,40.66666666666668,148
8338,44.09999999999999,29
8340,51.5,2
8341,29.799999999999997,5
8342,44.25,5
8343,48.82352941176471,26
8347,73.5,2
8349,48.5,2
8350,45.41176470588235,34
8353,58,2
8354,59.5,10
8356,41.14814814814813,27
8357,51.666666666666664,3
8358,16.22222222222222,125
8362,46.38636363636363,65
8363,35.3953488372093,85
8364,29.8,23
8366,33.12500000000001,174
8367,61.66666666666667,6
8368,29.500000000000004,7
8371,60.99999999999998,94
8372,43.73333333333333,18
8374,48.91666666666667,43
8383,11.5,3
8384,20.285714285714285,9
8385,42.46464646464645,654
8386,41.875,11
8387,18.333333333333332,9
8389,41,9
8394,34.272727272727266,33
8397,50.5,3
8398,42.66666666666666,12
8399,27.458333333333336,24
8400,47.18181818181817,24
8402,59.5,2
8403,18.714285714285715,18
8406,20,2
8410,42.279069767441854,67
8411,54.40384615384613,72
8412,43.375,9
8414,36.5,2
8422,50.5,4
8424,43.41935483870967,32
8425,41.20588235294118,45
8426,59.75,6
8429,47,3
8431,53.01923076923077,65
8439,70.5,5
8440,54.909090909090914,49
8445,29.6025641025641,123
8447,41.25,5
8448,57,2
8449,3.5,2
8451,60,5
8455,53.41176470588236,18
8456,27.54676258992807,211
8459,52.20833333333332,25
8461,2,2
8462,48.639999999999986,58
8463,40.714285714285715,40
8466,59.74999999999999,10
8470,52,2
8471,47.80952380952381,53
8475,13,3
8484,30.5,2
8487,43.48648648648649,45
8491,23.333333333333332,6
8494,33.888888888888886,10
8496,30.666666666666664,3
8499,93,4
8502,39.66666666666667,6
8504,31.5,2
8505,47.821428571428555,69
8507,54.99999999999999,20
8511,39.673076923076906,71
8512,8.5,5
8515,57,3
8516,22,2
8521,36.66666666666667,11
8522,31.5,2
8523,49.59090909090909,51
8526,44.25,4
8529,43,3
8532,50.38167938931299,205
8536,63.5,6
8537,16,2
8538,47.95031055900621,189
8540,37,3
8542,40.90909090909091,18
8543,34.5,8
8545,76,2
8546,54.40000000000001,19
8549,32.25,5
8555,52,2
8556,51,7
8563,42.900709219858165,314
8565,34.5,2
8569,29,3
8570,65.33333333333333,5
8571,43,5
8573,33.666666666666664,10
8574,42.85714285714285,30
8575,51.38095238095235,32
8576,20.666666666666664,7
8578,37.16326530612246,88
8583,31,11
8588,48.285714285714285,7
8592,38.33333333333333,6
8593,53.5,3
8599,60.8125,18
8601,6.5,2
8602,20,2
8607,57,6
8609,37.15384615384616,75
8612,38.357142857142854,41
8613,48,2
8615,44.895348837209305,648
8616,32,2
8621,13,2
8627,35.666666666666664,3
8628,46.733333333333334,27
8629,55.666666666666664,3
8630,31.000000000000007,9
8631,68.33333333333333,3
8637,29.222222222222218,37
8638,39.833333333333336,21
8645,60.5,8
8647,49.53333333333334,21
8648,57.4054054054054,74
8649,46.5,8
8654,36.249999999999986,111
8657,99,2
8658,47.5,8
8662,56.31147540983606,110
8664,45.00000000000001,9
8668,42.88235294117647,23
8671,58.5,11
8673,45,2
8677,17,2
8679,40.5,7
8680,58.199999999999996,12
8685,27.444444444444443,28
8686,72.5,2
8687,6.5,11
8690,47.30769230769231,15
8691,5,2
8693,40.1388888888889,108
8694,43.71428571428572,16
8697,4,3
8699,36.33333333333333,3
8701,52.99999999999998,35
8703,29.5,4
8704,31.999999999999996,17
8705,50.60833333333335,381
8707,67,3
8708,2,2
8709,48.38095238095237,41
8712,50.449999999999996,23
8714,50.5,2
8716,47.82999999999999,110
8717,34.5,4
8719,59.3658536585366,42
8720,44.333333333333336,6
8723,42.75,9
8727,38.400000000000006,5
8730,43.666666666666664,3
8731,30,2
8732,48.46153846153845,13
8734,35.06666666666667,18
8736,41.111111111111114,18
8737,75.33333333333333,3
8738,33.642857142857146,26
8739,53.33333333333333,3
8740,40,20
8745,45.314285714285724,57
8746,16.5,3
8747,47.888888888888886,18
8751,34.9,30
8752,0.5,3
8754,50,4
8758,39.83333333333333,14
8759,5,2
8762,55.23076923076923,18
8765,21.42857142857143,7
8767,30.333333333333336,6
8771,59.625,18
8772,45.50675675675678,188
8774,60.75,5
8779,43.56088560885613,380
8780,43.90909090909091,16
8786,18,3
8790,51.916666666666664,12
8793,48.78571428571429,120
8794,40.875,10
8796,25.200000000000003,5
8797,22.4,9
8798,60.33333333333333,3
8803,42,2
8810,40.0952380952381,65
8811,10.5,2
8812,39.75,5
8813,62.99999999999999,3
8814,30.428571428571427,23
8822,46.60000000000001,25
8825,71.5,6
8826,28,2
8829,30.428571428571427,8
8836,66.25,13
8837,21,7
8838,16.5,6
8841,35.83333333333334,11
8842,54.58333333333334,36
8844,3.5,3
8845,37.666666666666664,4
8846,50.16666666666667,8
8847,62,4
8848,29,12
8860,63.5,2
8861,57.93333333333334,16
8864,62,5
8867,77.42857142857143,8
8869,54.75,8
8876,30.4,5
8877,48.5,5
8878,47.94999999999998,254
8879,10.5,2
8881,32.5,7
8882,60.699999999999996,12
8884,27.200000000000003,8
8888,41.272727272727266,39
8889,50.033333333333324,63
8893,24,6
8894,17.5,2
8895,49.119402985074615,75
8896,59.875,9
8899,31.36363636363636,11
8901,73,2
8904,24,2
8905,48.666666666666664,3
8907,44,2
8908,22.5,4
8910,46,3
8913,32.5,3
8914,59.33333333333333,9
8917,44.79999999999999,32
8919,16.75,8
8920,18.5,2
8921,55.7142857142857,21
8923,45.77777777777777,10
8924,43.93150684931505,108
8927,46.2063492063492,79
8929,26.214285714285715,53
8931,39.25,21
8932,61,5
8934,49.25,13
8935,50.999999999999986,533
8936,38.42666666666667,155
8938,93.5,2
8941,41.480769230769226,138
8942,64,2
8943,35.833333333333336,6
8945,28.285714285714285,7
8946,46.400000000000006,7
8949,56.89781021897814,146
8951,47.75,4
8954,49.33333333333333,3
8955,43,11
8961,28.666666666666664,6
8964,75.5,6
8967,34.5,2
8969,34.21951219512195,48
8974,52.25,4
8977,12.5,2
8979,28.07142857142857,20
8983,24.888888888888893,9
8993,46.35294117647058,17
8994,35.74999999999999,31
8995,34.5,2
9000,40,2
9012,45.30434782608697,25
9025,51.88888888888889,41
9026,38.9375,20
9027,36.3125,38
9028,61,2
9029,45.58536585365855,63
9031,57.5,4
9033,49.5,2
9039,0.5,2
9041,56.800000000000004,6
9044,22.666666666666664,4
9048,40.75000000000001,11
9049,47.125,12
9050,77.5,2
9051,7.75,9
9053,53.50000000000001,6
9054,55,2
9058,18.808510638297864,63
9060,23,2
9061,51.5,2
9062,17.75,7
9066,48.77777777777777,18
9067,23,5
9070,47.25,14
9074,24.8,6
9075,54.33333333333333,3
9078,46.75,7
9082,73.5,2
9087,78.5,3
9089,7.6000000000000005,17
9090,12,2
9092,46.16666666666667,19
9095,49.00000000000001,11
9096,56.333333333333336,8
9099,8.666666666666666,3
9102,48.99074074074075,153
9103,33,2
9104,55.75,4
9105,57.54545454545454,11
9106,61.5,6
9108,21.352941176470594,28
9112,70,4
9113,46.5,8
9114,36.6,7
9115,33,2
9118,34.25,5
9119,72.33333333333331,9
9120,22.599999999999998,11
9121,45.099999999999994,10
9126,111,2
9131,43.4,16
9132,50.75,5
9133,27,4
9134,49.57272727272724,220
9135,20.333333333333332,3
9138,59.5,3
9139,56.044943820224724,122
9143,49.5,2
9144,43.607142857142854,28
9145,68.14285714285714,14
9146,51.666666666666664,18
9147,38.33333333333333,5
9150,45.599999999999994,46
9152,23,4
9155,13.5,3
9157,38.5,2
9159,14,2
9162,35.416666666666664,57
9163,33.83333333333333,8
9164,80.25,8
9167,41.909090909090914,14
9171,32.99999999999999,9
9172,59,2
9173,63.5,2
9176,49.44444444444444,35
9177,22.5,3
9178,45.99999999999999,20
9181,36.33802816901407,89
9182,0.5,2
9183,84,2
9185,41.192771084337345,335
9187,35.71428571428571,7
9189,51.83333333333333,6
9192,43.178571428571416,41
9195,63,3
9196,64.75,15
9198,57.56060606060602,78
9199,47.599999999999994,16
9204,36,2
9205,23.75,53
9206,41.6153846153846,79
9214,16,6
9215,40.95348837209304,137
9217,80.5,9
9219,26.25,4
9221,40.162790697674424,45
9224,3,2
9226,49.40909090909089,24
9227,32.5,6
9238,25.611111111111107,30
9242,50.66666666666667,9
9243,6.5,6
9246,48.25,4
9248,58,2
9251,67,6
9253,72,3
9254,54.71428571428569,104
9256,42.06593406593411,434
9262,49.97142857142853,721
9263,55.19999999999999,7
9265,3.5,2
9267,18.666666666666664,13
9268,46,14
9271,52.47368421052631,25
9273,41.25,8
9276,50,11
9280,38.77777777777777,10
9284,31.166666666666664,10
9286,46,11
9287,31,2
9290,39.800000000000004,5
9291,34.599999999999994,7
9295,48.08333333333333,26
9301,26.900000000000002,15
9303,44.523809523809504,28
9305,19.666666666666664,4
9308,82,4
9310,104,3
9311,25.5,3
9315,49.87499999999999,20
9323,51,2
9324,44.666666666666664,6
9325,28.222222222222214,52
9327,25.25,17
9329,26.25,4
9332,54.5,4
9333,41.599999999999994,22
9335,7.75,5
9337,64.66666666666667,6
9349,29,2
9352,71.71428571428572,7
9354,48.727272727272734,72
9358,27.5,19
9366,55.5,4
9373,21,2
9376,18.25,4
9377,43.55555555555555,11
9378,62.272727272727266,12
9379,45.77272727272726,103
9380,80.5,2
9382,4.5,4
9384,44,2
9388,18,2
9391,17.611111111111107,21
9396,71,2
9397,47,11
9401,26.75,34
9404,62.25,11
9408,76.33333333333333,3
9409,59,2
9410,69.60000000000001,5
9411,16.92857142857143,47
9412,67.83333333333334,6
9413,21.5,3
9414,59.25,4
9416,40.33333333333333,10
9424,51.18181818181819,16
9428,63,2
9429,39.583333333333336,221
9430,25.33333333333333,3
9432,42.699999999999996,15
9433,50.49999999999999,11
9438,32,2
9439,28.5,2
9444,41.03448275862067,39
9445,47.25,5
9446,24.5,4
9448,38,2
9453,19,2
9454,49.99999999999999,11
9459,64,2
9460,25.44444444444444,19
9461,23.5,2
9466,43.54098360655736,112
9469,48.82258064516129,85
9470,42.5,2
9478,52.66666666666667,9
9480,34.5,3
9484,38.2,5
9485,68.25,6
9489,34.5,2
9491,39.07142857142857,22
9492,48.18452380952385,237
9493,34.875,16
9494,36.77419354838709,36
9502,57,3
9504,63.3095238095238,51
9506,21.5,8
9513,40,13
9515,46.75000000000001,23
9517,26,2
9521,13.5,6
9523,40.71250000000001,99
9525,23,4
9526,38.68750000000001,16
9527,41.32352941176471,40
9528,41.85714285714286,7
9532,68.33333333333333,3
9533,48.66666666666667,31
9535,17,11
9540,55.707317073170735,56
9541,47.51162790697674,200
9542,48.5,11
9543,72.83333333333334,6
9547,48.11904761904762,72
9548,83.5,3
9550,48.12658227848101,91
9555,32.15384615384615,20
9557,47,2
9558,37.454545454545446,32
9559,40,2
9560,52.16666666666666,12
9561,72,2
9562,20.052631578947366,19
9566,26.6,7
9567,45.5,11
9568,45.375,29
9570,80.5,4
9571,54.33333333333332,12
9573,54.5,10
9585,30,2
9589,23.5,2
9591,48.29999999999998,33
9592,24.285714285714285,22
9593,44.325,58
9595,42,5
9597,57.222222222222214,13
9598,47.5,12
9599,31.636363636363633,11
9600,42.833333333333336,9
9604,43.400000000000006,5
9608,68,5
9610,69.80000000000001,7
9611,59.6,8
9615,29.52941176470588,52
9616,43.256410256410255,49
9619,18.333333333333332,3
9621,39.357142857142854,17
9623,45.142857142857146,16
9624,41.625,9
9627,35,3
9631,45.25,4
9632,90.75,4
9633,18.5,2
9638,40.21428571428572,26
9641,57.666666666666664,3
9646,47.32,37
9649,43.75565610859726,449
9652,28.545454545454547,18
9653,80.75,4
9655,15,2
9656,37.5,2
9666,38.666666666666664,3
9668,52.5,2
9669,31,2
9670,29,2
9677,45.285714285714285,10
9684,44.3035714285714,73
9685,22.25,5
9687,43.85714285714286,18
9688,38.75000000000001,12
9689,53.25,4
9692,7.5,4
9696,23,2
9698,47,3
9700,29,2
9701,34.333333333333336,11
9704,11.5,2
9707,46.8,5
9718,52.5,12
9719,59.5,3
9724,38,2
9727,48.400000000000006,11
9729,51.61739130434783,131
9730,47.30000000000001,78
9733,32,2
9736,10,2
9737,51.33333333333333,3
9739,15.5,2
9742,42.666666666666664,9
9744,70.5,6
9747,72,2
9751,0.5,3
9753,38,2
9755,71,2
9756,45.25,20
9757,43.75675675675673,78
9758,43,7
9759,27.2,14
9761,39.78787878787879,39
9764,35.25,4
9766,41,3
9770,57.5,12
9771,25.166666666666664,7
9773,16.285714285714285,14
9774,38.785714285714285,15
9775,22.833333333333336,13
9776,40,19
9782,31.75,4
9783,41.791139240506354,182
9788,33,2
9790,32.733333333333334,20
9793,45.5,8
9797,40.00000000000001,13
9798,49.777777777777786,42
9799,37.52173913043478,67
9800,4.5,4
9808,38.5,2
9811,42.666666666666664,13
9812,23.400000000000002,26
9814,41.25,6
9815,45.55555555555556,23
9816,56,60
9821,54.08333333333333,12
9822,50.25,13
9828,52,18
9829,48,2
9831,43.791666666666686,221
9832,75.5,2
9834,68,2
9836,48.39436619718309,135
9838,32.5,2
9841,43.75,8
9843,26,2
9846,1,2
9847,44,14
9849,35.4,5
9851,41.32352941176471,39
9852,12.25,4
9855,3,2
9857,91.66666666666666,10
9862,51.33333333333333,3
9866,58.25,14
9868,62,2
9870,37.5,2
9873,48.222222222222214,24
9878,28.333333333333332,3
9880,39.42857142857143,8
9881,77.5,2
9882,34.76470588235295,20
9888,42,10
9892,49,4
9893,24.5,2
9894,47.125,10
9895,64.5,4
9896,0,2
9897,22.5,4
9900,38.5,20
9901,64.25,4
9902,34.26666666666667,19
9903,35.14285714285713,61
9904,59.61538461538461,13
9906,50.26291079812206,412
9907,28,2
9909,35,2
9910,16.25,4
9911,37.9375,18
9912,45.333333333333336,12
9917,57.04166666666666,25
9924,54,2
9927,57.03846153846154,30
9929,31.258064516129025,37
9931,33.75,4
9933,65,8
9934,63.076923076923066,28
9937,51.92857142857141,31
9938,25.833333333333332,28
9939,44.5,2
9941,40.50000000000001,17
9943,21.25,4
9945,13.5,2
9947,58,2
9950,33.10810810810811,75
9951,34.142857142857146,7
9952,16,4
9953,49,13
9955,26.27272727272727,13
9957,29.333333333333336,21
9960,108.5,2
9962,50.5,9
9963,20.800000000000004,42
9964,50.66666666666666,3
9966,42.42857142857143,8
9968,58,2
9969,54.76470588235295,32
9971,31,2
9974,16.666666666666664,4
9976,40.11764705882353,35
9977,26.5,3
9979,37.666666666666664,3
9982,20,3
9985,31.857142857142858,8
9987,36.57142857142857,7
9989,45.25,8
9992,35.5,2
9994,38.5,2
9996,43.659574468085104,51
9999,87.5,12
10001,30,2
10002,70.85714285714286,9
10006,57.57142857142857,7
10008,37.25,4
10009,60.888888888888886,21
10010,42.57142857142858,7
10012,4.5,2
10013,55.5,6
10014,34.125,9
10019,14,2
10020,62.5,2
10022,28.6,6
10023,64.33333333333333,6
10024,2.5,2
10026,33.5,3
10027,57.5,6
10028,50,8
10032,47.5,2
10033,35.515151515151516,114
10034,81.5,2
10035,17.5,2
10037,28,5
10038,97.5,2
10039,53.90476190476189,21
10042,50.148148148148145,160
10045,11,2
10046,35,3
10047,18,3
10049,44.9047619047619,65
10052,60.3953488372093,54
10053,30.999999999999996,6
10057,17.599999999999998,71
10058,20.5,3
10059,38.25,4
10060,26.577464788732392,239
10062,49.75,9
10063,46.72222222222223,20
10064,21,2
10067,34.25,7
10079,77,2
10080,72.5,7
10082,53.2,23
10089,46,9
10090,25,3
10091,42,6
10098,16,3
10099,34,3
10104,48.875,16
10111,53.170731707317074,43
10112,21,10
10114,8,4
10117,50.727272727272734,16
10118,73.25,8
10126,16,2
10130,47.15942028985505,75
10131,39.800000000000004,5
10133,48.71794871794872,141
10136,39.613636363636374,55
10138,50.92857142857143,14
10139,46.75,7
10143,42.5,2
10145,52.13235294117646,76
10150,23,2
10151,68,2
10153,37.74999999999999,14
10158,52.74074074074074,27
10159,53.45454545454545,17
10160,45.228260869565204,102
10161,67,9
10164,15,2
10165,67.5,5
10166,52.5,6
10167,34,2
10169,25.16666666666667,8
10170,50.5,3
10173,77,2
10174,30.57377049180328,68
10175,76.5,6
10176,48.37209302325582,51
10179,4.5,2
10183,26,5
10186,30,9
10187,5.75,6
10190,34.5,2
10193,76,2
10197,7,2
10200,51.5,8
10202,37.518518518518526,52
10203,44.735849056603776,134
10206,40.8,5
10208,66.5,5
10216,50.714285714285715,7
10217,13.5,2
10218,37.72222222222223,48
10221,43.62499999999999,101
10222,38.71428571428571,14
10229,34.90909090909091,12
10233,43.14285714285714,8
10235,55.75,4
10236,60.5,4
10237,65.83333333333333,7
10239,75.80000000000001,5
10243,47.4375,18
10244,30.5,5
10246,52.55555555555555,58
10249,55.22222222222223,13
10253,38.44444444444444,10
10254,53.14634146341464,54
10257,54,3
10258,49.155172413793096,389
10259,33.142857142857146,9
10260,48.64285714285713,50
10264,43.6938775510204,58
10266,65.33333333333333,3
10267,29.999999999999993,12
10271,87,2
10275,56.74999999999999,13
10280,68,4
10281,49.131578947368446,64
10282,43.07142857142856,84
10285,28.75,4
10286,51.375,62
10288,73,3
10293,0.5,2
10297,39,5
10299,36.17735849056604,404
10300,44.36842105263157,67
10302,46.12500000000001,10
10303,30.800000000000004,5
10305,43.99999999999999,5
10306,49.5,2
10308,38.66666666666667,6
10311,47.61290322580645,80
10312,52.5,2
10314,14.5,6
10315,38.57142857142858,15
10316,59.5,2
10318,46.625,8
10320,32.5,2
10324,10.25,5
10328,38.5,50
10332,34.63636363636363,12
10338,34.2,6
10339,68.71428571428571,18
10340,53.71428571428571,31
10341,49.8826530612245,303
10344,69,2
10346,38.66666666666667,6
10347,41.22222222222222,14
10353,59.66666666666666,6
10354,36.666666666666664,3
10355,22.58333333333333,33
10356,46.25,4
10357,39.16666666666667,10
10358,69.83333333333334,6
10359,83.5,4
10360,10.5,2
10361,48.50000000000001,53
10364,8.999999999999998,8
10368,25.307692307692314,16
10372,91,3
10373,60.54545454545454,14
10376,39.37885462555064,336
10377,13,4
10378,18.5,15
10382,42.45312499999997,235
10388,62,2
10391,30.75,4
10392,59.57142857142858,49
10393,46.1794871794872,68
10395,44.5,4
10397,53.27272727272727,29
10401,42.4,19
10409,49.39263803680981,210
10410,65,24
10412,48.88888888888889,33
10420,72.5,2
10423,33,3
10424,72.33333333333333,6
10425,39.833333333333336,24
10427,16.666666666666664,6
10429,54.666666666666664,7
10431,50.95833333333332,34
10434,25.27777777777777,18
10438,36,3
10440,46.036065573770514,492
10441,22.875,8
10446,43.5,5
10451,47.875,9
10452,42.0960451977401,188
10457,32.75,4
10458,44.142857142857146,24
10461,41.228571428571435,44
10467,48.846153846153854,13
10468,64.5,6
10473,48.22727272727272,22
10476,41.99999999999999,15
10480,32,10
10486,47.5,3
10488,13,2
10492,87,2
10494,47.75,4
10495,36.55555555555556,19
10498,31.833333333333332,6
10506,84.5,6
10507,38.78247734138969,902
10508,46.428571428571416,24
10509,42.666666666666664,5
10510,25.666666666666664,3
10511,43.55555555555556,9
10515,30.888888888888882,9
10518,25.875000000000004,14
10519,51.599999999999994,19
10526,8.333333333333334,9
10527,98.5,2
10528,66.5,3
10531,57,5
10532,30.333333333333332,6
10533,10,3
10534,44.5,5
10535,39.5,2
10539,48.5,2
10547,34,2
10548,49.74999999999999,59
10555,103,2
10556,43.83333333333333,7
10560,58.5,2
10561,30,2
10563,67,2
10567,41.666666666666664,3
10570,47.782608695652165,34
10572,17.25,12
10573,43.125,18
10574,52,4
10577,43.75,4
10579,47,2
10584,59.666666666666664,3
10587,51.73333333333332,137
10588,29,2
10590,49.375,55
10591,43.5,2
10592,43.9,10
10595,9.75,24
10598,51.81818181818182,21
10599,86,4
10600,45.5,2
10602,54.31578947368421,29
10603,42.33333333333333,5
10606,31.5,7
10609,44.5,5
10610,38.166666666666664,6
10611,45.857142857142854,7
10612,27.382352941176475,72
10613,56,2
10615,22,3
10618,63,2
10620,36,2
10621,68,6
10625,47.437499999999986,29
10628,66.16666666666669,6
10629,33,2
10640,63,46
10641,45.14594594594595,221
10643,51,4
10644,54.166666666666664,27
10645,51,8
10646,43.40909090909091,30
10648,44.94890510948908,273
10650,43.13636363636364,30
10651,55.90909090909093,44
10652,33.5,2
10657,72.85714285714285,18
10659,46.84210526315789,38
10661,27.153846153846157,14
10666,49.33333333333333,6
10667,50,3
10669,40,6
10672,43.488372093023294,53
10674,39.599999999999994,6
10675,51.33333333333333,60
10677,40,14
10679,70.5,3
10680,32,3
10685,26.375,8
10686,76.5,3
10687,61.214285714285715,27
10689,93.5,2
10694,38,4
10696,43.666666666666664,3
10698,47.666666666666664,24
10701,40.45454545454545,21
10702,12.5,2
10703,45.37586206896553,315
10704,51.75,6
10708,65.5,2
10709,50.33333333333333,15
10711,44.375,27
10712,43.35294117647059,24
10714,40.139534883720934,50
10715,16,2
10716,39.5,12
10720,36.2,8
10721,14.285714285714283,30
10738,13,3
10739,45.34782608695652,50
10745,28.5,4
10747,5,2
10748,47,5
10749,57.51999999999999,55
10750,93.5,2
10751,32,2
10753,17.5,2
10756,52.33333333333331,91
10765,16,2
10769,57.833333333333336,26
10770,42.69230769230769,13
10773,72,4
10774,17.5,6
10775,11.999999999999998,3
10781,45.03448275862069,29
10782,39.50980392156862,80
10787,75,2
10790,54.70833333333333,52
10792,48.14285714285714,18
10793,29.5,4
10794,50.5,2
10796,49.16666666666667,10
10798,20.75,10
10800,7,4
10802,18.5,2
10804,15,55
10805,47.32727272727272,58
10813,22.75,4
10814,38.9090909090909,26
10815,13.75,4
10816,64.66666666666666,5
10817,47.75,6
10821,47.92,28
10824,43.25,5
10825,48.4,116
10826,26.57142857142857,9
10827,13.5,3
10831,75,2
10837,42.599999999999994,20
10838,43,2
10839,24.25,4
10844,64.5,2
10846,27.2,5
10848,52.00000000000001,10
10849,34.42405063291143,380
10850,50.5,2
10851,56.5,4
10852,37.6,27
10853,46,4
10855,44.2,5
10860,66,11
10862,16.5,13
10863,38.33333333333333,3
10868,29.5,2
10869,49.66666666666665,47
10870,65,3
10871,16.875,8
10872,59,3
10874,52.54545454545454,26
10875,37.749999999999986,57
10876,60,4
10880,47.45283018867923,83
10884,56.44444444444444,42
10885,50.19354838709677,51
10888,50.5,2
10889,52.5,6
10890,76,3
10891,23.625,19
10892,29.5,40
10893,28,4
10894,43.07142857142857,31
10896,79,2
10897,17,3
10899,94.5,2
10900,42.62162162162162,39
10907,49,2
10910,30.24,72
10911,51.05882352941177,21
10912,42.223880597014904,97
10914,25.8,17
10916,35,6
10917,43.25,5
10920,50.297297297297305,51
10921,55.392857142857146,35
10922,103,2
10924,32.666666666666664,3
10931,60,3
10936,43.25,4
10937,36.666666666666664,3
10940,55.8888888888889,22
10942,9,3
10945,56.206703910614536,253
10946,54.24999999999999,24
10953,60.3,11
10954,45.66666666666667,6
10957,44.425000000000004,86
10958,45.56756756756756,142
10959,14,3
10960,1,2
10961,51.15017064846417,413
10962,0,6
10963,26.400000000000002,7
10964,18.5,9
10965,38.888888888888886,9
10966,26.111111111111107,30
10967,29.4,19
10970,33.16666666666666,14
10972,56.85714285714286,9
10975,41.8095238095238,66
10977,45.87837837837838,84
10981,52.75,7
10982,71.50000000000001,8
10983,43.75,6
10984,29.769230769230766,50
10986,66.60000000000001,5
10987,94,4
10989,54.66666666666667,140
10990,64.33333333333333,3
10991,49,2
10995,0,2
10997,46.16455696202534,229
11000,38.66666666666667,6
11001,42.974358974358985,135
11003,32,3
11008,18,4
11009,45.04301075268818,142
11010,61.49999999999999,12
11011,67,6
11014,47.89473684210526,34
11015,47.28571428571428,12
11017,58.785714285714285,14
11020,59.16666666666667,6
11023,42.33333333333333,3
