"userID","itemID","Mean(date&time diff)","Sum(order)","Mean(TimeDifferencePerOrder)"
2893,4346,120.5,2,60.25
2895,20131,79.5,2,39.75
2896,5968,67.5,2,33.75
2896,9906,85.5,13,6.576923076923077
2896,12911,33.75,4,8.4375
2896,13466,67.5,2,33.75
2896,13637,85.5,2,42.75
2896,20106,45.75,4,11.4375
2896,23621,45.75,4,11.4375
2896,28256,54,2,27
2897,11198,71.5,7,10.214285714285714
2898,692,59.5,4,14.875
2898,3784,59.5,4,14.875
2898,21440,59.5,4,14.875
2901,2018,82.5,7,11.785714285714286
2901,2323,31,2,15.5
2901,21824,82.5,7,11.785714285714286
2901,23112,51,2,25.5
2902,6605,27.25,6,4.541666666666667
2902,26190,80,5,16
2902,30131,10,3,3.3333333333333335
2903,11088,58.33333333333333,8,7.291666666666666
2908,15156,76.5,2,38.25
2908,20131,6,2,3
2908,31317,6,2,3
2909,17269,28.6,8,3.575
2909,21690,38,3,12.666666666666666
2910,13302,42.5,5,8.5
2911,4753,42.5,2,21.25
2911,12803,46.33333333333333,3,15.444444444444443
2911,14815,50.5,9,5.611111111111111
2911,19017,61.66666666666666,5,12.333333333333332
2911,20881,34,3,11.333333333333334
2911,26683,34,2,17
2911,27369,92.5,3,30.833333333333332
2911,28715,46.33333333333333,6,7.722222222222221
2912,8924,88.5,2,44.25
2912,11188,60,3,20
2912,21953,33.5,2,16.75
2912,29657,44.25,9,4.916666666666667
2913,3408,79,4,19.75
2913,13419,45.5,3,15.166666666666666
2913,18610,58,3,19.333333333333332
2915,3727,36,2,18
2915,5880,27.25,11,2.477272727272727
2915,16059,32.5,4,8.125
2915,26381,30.999999999999996,3,10.333333333333332
2915,29288,18.5,3,6.166666666666667
2916,32189,65.5,6,10.916666666666666
2917,12239,24,3,8
2917,13318,40,2,20
2917,15173,43,2,21.5
2917,15299,31,2,15.5
2917,25956,24,2,12
2917,28715,83,2,41.5
2918,368,34,2,17
2918,2563,76.5,2,38.25
2918,4358,4,2,2
2918,5411,44.5,4,11.125
2918,10716,35.666666666666664,3,11.888888888888888
2918,11251,18,2,9
2918,19017,34.666666666666664,3,11.555555555555555
2918,19267,18,2,9
2918,27052,59.33333333333333,5,11.866666666666665
2918,27987,53,2,26.5
2918,29433,35.666666666666664,3,11.888888888888888
2918,30445,34.50000000000001,6,5.750000000000001
2919,1322,25,2,12.5
2919,15310,9,2,4.5
2919,19913,11,2,5.5
2919,20138,1,2,0.5
2919,27164,35.5,2,17.75
2920,9761,61.5,2,30.75
2920,16103,62,4,15.5
2921,2509,62,2,31
2921,18796,25.25,16,1.578125
2921,26080,13.5,4,3.375
2923,14167,51.666666666666664,11,4.696969696969696
2923,18630,104,7,14.857142857142858
2923,29161,51.666666666666664,5,10.333333333333332
2924,18954,54,5,10.8
2924,20131,93.5,2,46.75
2925,12192,64.33333333333333,3,21.444444444444443
2925,12803,72,2,36
2925,16103,4,2,2
2925,31703,16,2,8
2925,32605,60.5,2,30.25
2927,2483,29.33333333333333,5,5.866666666666665
2927,4616,46.5,5,9.3
2927,5524,11,5,2.2
2927,5756,29.333333333333332,7,4.190476190476191
2927,7033,44,3,14.666666666666666
2927,7718,33,2,16.5
2927,10275,44,3,14.666666666666666
2927,10641,29.333333333333332,10,2.933333333333333
2927,22378,44,2,22
2927,24636,33,2,16.5
2927,26546,29.33333333333333,5,5.866666666666665
2928,197,39.5,2,19.75
2928,4402,67.5,2,33.75
2928,6876,107,3,35.666666666666664
2928,29894,35.25,8,4.40625
2928,32349,23.249999999999996,4,5.812499999999999
2929,27095,49.5,2,24.75
2930,8609,26.333333333333332,4,6.583333333333333
2930,28859,30,4,7.5
2931,20506,14,2,7
2932,6012,13.5,3,4.5
2932,9424,47.666666666666664,4,11.916666666666666
2932,12124,53,2,26.5
2932,14573,49,2,24.5
2932,16562,5,3,1.6666666666666667
2932,20436,54,3,18
2932,21121,21,2,10.5
2932,24555,81,2,40.5
2932,24716,78,2,39
2932,31265,91.5,2,45.75
2936,2118,25.5,2,12.75
2936,3701,41,4,10.25
2937,17089,47.666666666666664,3,15.888888888888888
2937,17627,36.5,2,18.25
2942,1944,29.714285714285715,7,4.244897959183674
2942,12528,46.5,2,23.25
2943,8332,53,4,13.25
2943,12663,81.5,3,27.166666666666668
2943,12688,81.5,2,40.75
2943,18630,53,2,26.5
2944,31178,79,2,39.5
2944,32349,28,8,3.5
2945,1970,44.5,2,22.25
2945,3594,86.5,2,43.25
2946,461,16,2,8
2946,30989,90,2,45
2947,9262,40,4,10
2947,10057,30.5,2,15.25
2947,23914,80.5,2,40.25
2947,28400,53,2,26.5
2948,21690,67,2,33.5
2948,26468,63.33333333333333,3,21.11111111111111
2949,1435,99,2,49.5
2949,13229,68,2,34
2949,13436,66,3,22
2949,18154,66,5,13.2
2949,21053,30.333333333333336,13,2.3333333333333335
2949,30776,55,3,18.333333333333332
2950,11088,27,3,9
2950,26250,46.5,2,23.25
2951,6678,56,2,28
2951,11434,40.75,6,6.791666666666667
2951,12251,39.5,2,19.75
2951,19870,49.666666666666664,5,9.933333333333334
2951,25895,49.666666666666664,3,16.555555555555554
2951,32242,56,2,28
2953,4533,51,4,12.75
2953,6890,22.8,20,1.1400000000000001
2953,15670,50.5,2,25.25
2953,29342,48,4,12
2953,29660,30.333333333333332,7,4.333333333333333
2954,4312,43.666666666666664,4,10.916666666666666
2954,12494,48,2,24
2954,17419,29.5,3,9.833333333333334
2954,18360,58.666666666666664,8,7.333333333333333
2954,19896,63.666666666666664,3,21.22222222222222
2954,20972,35.2,10,3.5200000000000005
2954,32349,40,6,6.666666666666667
2955,13027,85,2,42.5
2955,13903,43,6,7.166666666666667
2955,23255,42.75,7,6.107142857142857
2956,11917,74.5,7,10.642857142857142
2957,1841,38,2,19
2957,1867,28,4,7
2957,20209,28,3,9.333333333333334
2957,26893,10,2,5
2960,7976,49.75,4,12.4375
2960,17672,59,3,19.666666666666668
2960,32007,65,9,7.222222222222222
2961,7021,60.33333333333333,3,20.11111111111111
2961,14137,13.5,3,4.5
2961,25993,82.5,2,41.25
2962,19281,14.5,2,7.25
2963,8846,27.666666666666664,3,9.222222222222221
2963,22860,8,2,4
2963,23020,44.5,2,22.25
2963,28788,32.400000000000006,9,3.6000000000000005
2963,29657,24.333333333333332,9,2.7037037037037037
2965,1063,46.5,2,23.25
2965,12831,57,3,19
2965,16398,42,2,21
2965,17968,57,3,19
2965,18630,46.5,3,15.5
2965,20146,57,3,19
2965,20748,42,3,14
2965,29433,22.5,3,7.5
2965,30764,63,2,31.5
2966,604,43,16,2.6875
2966,5334,107.5,2,53.75
2966,6556,38.5,2,19.25
2966,9256,26,3,8.666666666666666
2966,11155,59.33333333333333,4,14.833333333333332
2966,12067,22.5,2,11.25
2966,15053,14,3,4.666666666666667
2966,16352,22.5,3,7.5
2966,17089,86,2,43
2966,17193,64.33333333333333,5,12.866666666666665
2966,17522,69.66666666666666,3,23.222222222222218
2966,18829,43,7,6.142857142857143
2966,23956,61,4,15.25
2966,26273,35,4,8.75
2966,27889,69.66666666666666,5,13.933333333333332
2968,31619,57.5,2,28.75
2969,8779,32.5,2,16.25
2969,9493,19.5,2,9.75
2969,11088,55.5,2,27.75
2969,19603,17.5,2,8.75
2969,20483,20.5,2,10.25
2969,25746,69.66666666666666,13,5.358974358974359
2969,26940,72,2,36
2969,28146,72,2,36
2970,6853,13,6,2.1666666666666665
2970,19434,46,3,15.333333333333334
2970,20759,27.57142857142857,19,1.4511278195488722
2970,21690,63.33333333333333,4,15.833333333333332
2970,27889,60,3,20
2970,28596,24.124999999999996,23,1.0489130434782608
2970,29779,24.124999999999996,25,0.9649999999999999
2973,2517,33.5,3,11.166666666666666
2973,11251,36.5,3,12.166666666666666
2973,18630,73.5,2,36.75
2973,20638,12,4,3
2975,11032,59.5,2,29.75
2975,12430,34.5,2,17.25
2975,27526,59.5,2,29.75
2975,29048,59.5,2,29.75
2976,2627,46.5,2,23.25
2976,8117,51.33333333333333,3,17.11111111111111
2976,12998,77,2,38.5
2976,15188,0,3,0
2976,18165,97,2,48.5
2976,19043,7.5,2,3.75
2976,21184,50.5,4,12.625
2976,24716,67.33333333333333,3,22.444444444444443
2976,26195,30,2,15
2976,27382,64.66666666666666,3,21.555555555555554
2976,31598,51.33333333333333,3,17.11111111111111
2977,15423,103,5,20.6
2977,20834,103,3,34.333333333333336
2977,22151,75,3,25
2977,26645,25.333333333333332,6,4.222222222222222
2978,11251,42.5,6,7.083333333333333
2978,20131,37.333333333333336,9,4.148148148148149
2978,29657,56,6,9.333333333333334
2978,30857,77,2,38.5
2979,2808,42,30,1.4
2979,20750,17,4,4.25
2979,26136,3.5,4,0.875
2981,3594,48,3,16
2981,11088,61.33333333333333,3,20.444444444444443
2981,11136,43.5,2,21.75
2981,12581,51.5,2,25.75
2981,19759,37.33333333333333,3,12.444444444444443
2981,20336,48.25,5,9.65
2981,25926,34.666666666666664,3,11.555555555555555
2982,461,49,2,24.5
2982,3027,71,2,35.5
2982,5349,59.5,2,29.75
2982,5614,17.5,2,8.75
2982,26017,12,3,4
2982,27273,52,2,26
2982,29280,31.400000000000002,10,3.14
2982,29657,18.5,2,9.25
2983,5349,30.5,3,10.166666666666666
2983,10299,30.5,4,7.625
2983,22688,3,2,1.5
2984,11707,38,2,19
2984,30087,34.5,2,17.25
2985,5076,87.5,2,43.75
2985,10945,56,3,18.666666666666668
2985,10989,77,2,38.5
2985,14495,41.333333333333336,5,8.266666666666667
2985,25422,108.5,4,27.125
2985,25810,77,2,38.5
2985,28564,70,2,35
2987,12671,48.5,2,24.25
2987,20710,45.5,2,22.75
2987,24716,45.5,2,22.75
2988,1075,8.333333333333332,7,1.1904761904761902
2988,13178,25.5,3,8.5
2988,16481,15.25,4,3.8125
2988,18306,20.333333333333332,5,4.066666666666666
2988,22518,18,2,9
2988,25060,8.333333333333332,14,0.5952380952380951
2988,29700,20.333333333333332,3,6.777777777777778
2989,26896,33,4,8.25
2990,5534,51.33333333333333,5,10.266666666666666
2990,23899,55.5,2,27.75
2992,27154,33,4,8.25
2994,4889,34.5,2,17.25
2994,10425,60,5,12
2994,12658,46,2,23
2994,18954,72.66666666666666,4,18.166666666666664
2994,21258,74.5,2,37.25
2994,22315,72.66666666666666,3,24.222222222222218
2994,24716,46,6,7.666666666666667
2995,5730,3,2,1.5
2995,20843,48.33333333333333,5,9.666666666666666
2995,26043,43.5,3,14.5
2995,29741,57.33333333333333,4,14.333333333333332
2998,18350,17,2,8.5
3000,13676,27.5,3,9.166666666666666
3000,13741,27.5,2,13.75
3000,15036,27.5,2,13.75
3000,16749,37,5,7.4
3000,18569,27.5,5,5.5
3000,24953,28.33333333333333,7,4.047619047619047
3000,31877,51.5,2,25.75
3001,11088,36.5,11,3.3181818181818183
3002,5076,37,2,18.5
3002,9669,31,2,15.5
3002,14806,26.5,3,8.833333333333334
3002,16259,37,2,18.5
3002,19300,28.5,2,14.25
3003,5654,14,2,7
3003,9593,46.5,5,9.3
3003,10476,62,5,12.4
3004,9788,33,2,16.5
3004,11032,66.5,2,33.25
3004,23560,104,20,5.2
3005,12965,58.666666666666664,3,19.555555555555554
3005,20696,19.5,4,4.875
3006,21146,34,2,17
3006,31178,68.5,2,34.25
3007,9831,32.5,2,16.25
3007,19162,72.33333333333333,3,24.11111111111111
3007,19649,72.33333333333333,3,24.11111111111111
3007,22518,72.33333333333333,3,24.11111111111111
3008,1586,19,2,9.5
3008,4135,24.5,3,8.166666666666666
3008,11140,34.5,2,17.25
3008,13471,61,2,30.5
3008,19267,38,12,3.1666666666666665
3008,24496,5,2,2.5
3009,19652,37.4,7,5.3428571428571425
3011,4092,65,3,21.666666666666668
3012,19281,49.5,3,16.5
3012,22183,46.5,3,15.5
3012,28137,49.5,2,24.75
3013,4443,11.5,2,5.75
3014,2761,53.33333333333333,7,7.619047619047619
3014,17167,70.66666666666666,19,3.7192982456140347
3014,18215,53.33333333333333,3,17.777777777777775
3015,29657,43.25,22,1.9659090909090908
3017,1478,77,8,9.625
3018,461,72.5,2,36.25
3018,1252,46,2,23
3019,7428,53.75,9,5.972222222222222
3019,11307,1,2,0.5
3019,12747,53.75,9,5.972222222222222
3020,11061,38.666666666666664,12,3.222222222222222
3020,25663,58,2,29
3022,8053,23,5,4.6
3022,17419,93,2,46.5
3023,3113,34.5,10,3.45
3023,4418,75.5,10,7.55
3023,14815,45,15,3
3023,15173,34.5,2,17.25
3024,4595,48.5,2,24.25
3024,29657,48.5,10,4.85
3027,1841,17,2,8.5
3027,8274,31.5,2,15.75
3027,11928,39,3,13
3027,29657,31.5,4,7.875
3029,31852,14.5,2,7.25
3030,1311,22.5,2,11.25
3030,11251,22.5,10,2.25
3030,11454,22.5,2,11.25
3030,13067,72.66666666666666,3,24.222222222222218
3030,15310,67.5,2,33.75
3030,19043,22.5,2,11.25
3030,20706,113.5,2,56.75
3030,24448,34.5,2,17.25
3031,16820,105,2,52.5
3031,23148,70,3,23.333333333333332
3032,25671,60.33333333333333,3,20.11111111111111
3032,26645,3.5,4,0.875
3033,3594,26,3,8.666666666666666
3033,6348,7,2,3.5
3033,10945,101.5,2,50.75
3033,12349,16.5,2,8.25
3033,14057,26,2,13
3033,14146,101.5,4,25.375
3033,20230,64.5,2,32.25
3033,22234,40.5,2,20.25
3033,26332,67.66666666666666,4,16.916666666666664
3033,31100,6,2,3
3033,32763,64.5,2,32.25
3034,1927,55.5,2,27.75
3034,3594,45,2,22.5
3034,3831,67,3,22.333333333333332
3034,6819,29.999999999999996,3,9.999999999999998
3034,7487,67,5,13.4
3034,10884,71,2,35.5
3034,13254,50.25,6,8.375
3034,14298,45,2,22.5
3034,17676,45,2,22.5
3034,18058,45,2,22.5
3034,19739,67,5,13.4
3034,20094,55.5,2,27.75
3034,21324,50.25,4,12.5625
3034,23050,29.999999999999996,6,4.999999999999999
3034,25276,71,6,11.833333333333334
3034,29728,55.5,2,27.75
3034,30909,29.5,2,14.75
3035,2896,44,2,22
3035,4091,21,8,2.625
3035,13675,73.66666666666666,3,24.555555555555554
3035,14332,77,2,38.5
3035,17560,120.5,2,60.25
3035,18193,31,2,15.5
3035,32374,28.5,2,14.25
3036,32007,16.5,3,5.5
3038,10966,2.5,2,1.25
3038,23050,24.666666666666664,9,2.7407407407407405
3038,23337,13,5,2.6
3038,24339,10,2,5
3040,6874,40,10,4
3040,7891,104.5,2,52.25
3040,10062,41.5,2,20.75
3040,30445,60,2,30
3040,31265,52.25,8,6.53125
3041,12901,28.5,2,14.25
3041,18846,28.5,2,14.25
3042,18760,72.5,2,36.25
3042,22012,72.5,2,36.25
3042,25191,72.5,2,36.25
3042,29012,36.5,2,18.25
3042,32561,36.5,3,12.166666666666666
3043,2185,50,3,16.666666666666668
3043,7717,50,3,16.666666666666668
3043,7794,75,2,37.5
3043,18739,74,5,14.8
3043,25993,74,3,24.666666666666668
3044,11088,40.5,2,20.25
3044,11188,77,3,25.666666666666668
3044,11474,34.6,7,4.942857142857143
3044,18350,20,2,10
3044,19768,55.5,7,7.928571428571429
3044,23475,37,7,5.285714285714286
3045,21776,25,2,12.5
3046,3529,53,3,17.666666666666668
3046,32030,53,3,17.666666666666668
3047,12911,91,2,45.5
3047,32007,10.608695652173914,72,0.14734299516908214
3048,923,80,4,20
3048,10246,86.5,4,21.625
3048,12295,52,2,26
3049,2459,21.5,2,10.75
3049,17568,10.5,3,3.5
3049,26600,10.5,4,2.625
3049,28260,65.33333333333333,4,16.333333333333332
3049,28785,10.5,2,5.25
3050,11928,82.5,2,41.25
3050,22688,27.57142857142857,14,1.9693877551020407
3051,6497,25.333333333333332,9,2.814814814814815
3051,10281,37.5,8,4.6875
3051,20131,46.5,5,9.3
3051,24140,52.666666666666664,12,4.388888888888888
3052,11120,46.5,4,11.625
3054,4118,15.5,2,7.75
3054,12964,68,4,17
3054,16059,28,2,14
3054,17568,33,7,4.714285714285714
3054,19043,26.333333333333332,3,8.777777777777777
3054,19649,38.666666666666664,6,6.444444444444444
3054,20968,15.75,4,3.9375
3054,22351,12.5,2,6.25
3054,29097,72.5,2,36.25
3055,5801,38.5,3,12.833333333333334
3055,12803,83.5,2,41.75
3055,15986,0,12,0
3055,19457,42,4,10.5
3055,20146,38.5,2,19.25
3055,20364,55.666666666666664,6,9.277777777777777
3055,21690,63,3,21
3055,27974,24,2,12
3055,30173,18,4,4.5
3057,6890,95,2,47.5
3058,6203,45.5,2,22.75
3058,24705,45.5,2,22.75
3058,31671,45.5,2,22.75
3059,2542,41,2,20.5
3060,7913,73.5,6,12.25
3060,12872,73.5,2,36.75
3060,18630,46,5,9.2
3062,3801,59,2,29.5
3062,3805,52.5,2,26.25
3062,6878,52.5,3,17.5
3062,11188,24,5,4.8
3062,19281,39.33333333333333,6,6.5555555555555545
3062,29657,52.5,2,26.25
3063,24890,47.5,3,15.833333333333334
3064,7728,22.5,4,5.625
3064,21961,35.5,2,17.75
3064,25993,9,2,4.5
3064,29225,53.5,2,26.75
3066,4193,48.5,2,24.25
3066,13951,58.5,2,29.25
3066,22252,48.5,8,6.0625
3067,313,41.2,10,4.12
3067,5175,41.2,6,6.866666666666667
3067,18006,39.5,2,19.75
3068,554,58.666666666666664,6,9.777777777777777
3068,3438,92.5,2,46.25
3068,10409,52,2,26
3068,16005,47.33333333333333,7,6.761904761904761
3068,22351,54,2,27
3068,23180,36,3,12
3068,24373,45.5,2,22.75
3069,18255,17.5,2,8.75
3070,2761,36,4,9
3070,20028,23,10,2.3
3071,4066,32,3,10.666666666666666
3071,26041,27.5,2,13.75
3071,27181,35.2,6,5.866666666666667
3071,28137,75.5,6,12.583333333333334
3073,5364,60.5,5,12.1
3073,9256,13.5,2,6.75
3073,23402,65.5,2,32.75
3077,2692,22,2,11
3077,12949,64.66666666666666,7,9.238095238095237
3077,22050,27.5,4,6.875
3077,25993,33,2,16.5
3078,18579,35,2,17.5
3078,26273,35,3,11.666666666666666
3079,6197,29.5,2,14.75
3080,6024,39,2,19.5
3082,4091,70,11,6.363636363636363
3082,7102,21.5,5,4.3
3082,7460,45,2,22.5
3082,9205,24,6,4
3082,10049,28.5,2,14.25
3082,17426,52.5,5,10.5
3082,25624,51,7,7.285714285714286
3083,493,41.25,5,8.25
3083,7470,45,2,22.5
3083,11370,68.66666666666666,3,22.888888888888886
3083,19857,30,3,10
3083,25838,25.75,13,1.9807692307692308
3083,26841,30,3,10
3085,219,5.5,2,2.75
3085,7510,58.5,2,29.25
3085,10640,41.5,2,20.75
3085,17386,55.75,5,11.15
3085,18360,27,6,4.5
3085,18384,27,4,6.75
3085,18954,5.5,4,1.375
3085,20209,5.5,2,2.75
3085,26217,32,2,16
3085,27842,5.5,2,2.75
3085,30204,11,2,5.5
3085,31262,32,2,16
3085,31267,5.5,4,1.375
3086,5820,38,2,19
3086,12540,24.333333333333332,5,4.866666666666666
3086,15428,37.25,6,6.208333333333333
3086,23778,37.25,7,5.321428571428571
3086,28708,73.5,2,36.75
3086,32633,39.33333333333333,5,7.866666666666665
3090,4400,56.5,2,28.25
3090,11048,32.666666666666664,3,10.888888888888888
3090,18630,42.5,3,14.166666666666666
3090,19768,29.833333333333336,20,1.4916666666666667
3090,28715,17.5,6,2.9166666666666665
3091,20181,6,2,3
3091,28513,15,2,7.5
3092,3256,44.5,2,22.25
3092,26159,44.5,2,22.25
3093,1475,40,2,20
3093,6766,40,2,20
3093,13644,34.5,2,17.25
3093,13791,53.99999999999999,4,13.499999999999998
3093,14815,50.33333333333333,12,4.194444444444444
3093,19267,77,4,19.25
3093,23914,34.5,2,17.25
3093,26195,68.5,2,34.25
3093,31877,34.5,2,17.25
3095,29657,41.5,2,20.75
3096,2684,61.33333333333333,3,20.444444444444443
3096,4880,86,2,43
3096,7976,51.666666666666664,3,17.22222222222222
3096,15002,6,2,3
3096,15464,51,2,25.5
3096,31953,14.5,8,1.8125
3097,1532,39.5,2,19.75
3097,2335,31,2,15.5
3097,2974,23,2,11.5
3097,5000,40.33333333333333,8,5.041666666666666
3097,5464,38.25,5,7.65
3097,6209,45,3,15
3097,6261,63.33333333333333,3,21.11111111111111
3097,10519,43,6,7.166666666666667
3097,11250,35.833333333333336,9,3.981481481481482
3097,13896,43,2,21.5
3097,17016,38.33333333333333,3,12.777777777777777
3097,17191,43,6,7.166666666666667
3097,17636,23,4,5.75
3097,20580,22.333333333333332,5,4.466666666666667
3097,20947,21,5,4.2
3097,22987,51,6,8.5
3097,23914,19,2,9.5
3097,25152,16.5,2,8.25
3097,27995,35.833333333333336,12,2.986111111111111
3097,28580,43,2,21.5
3097,29654,35.833333333333336,9,3.981481481481482
3098,20478,3.5,2,1.75
3098,27219,3.5,2,1.75
3099,1633,35.5,2,17.75
3099,8018,4.5,3,1.5
3099,8366,28,9,3.111111111111111
3099,20769,32,4,8
3099,29657,16.5,2,8.25
3099,31679,19.666666666666664,4,4.916666666666666
3100,6261,34.5,2,17.25
3101,2446,23.5,2,11.75
3101,20131,42.5,5,8.5
3101,31702,15,4,3.75
3102,1252,54.5,2,27.25
3102,4832,49.75,4,12.4375
3102,10452,34.800000000000004,5,6.960000000000001
3102,11796,14.5,2,7.25
3102,13675,40,2,20
3102,15048,18,4,4.5
3102,18630,32.666666666666664,3,10.888888888888888
3102,19971,35.5,2,17.75
3102,21248,28.999999999999996,4,7.249999999999999
3102,23050,50,2,25
3102,29137,7,2,3.5
3103,6923,45.5,4,11.375
3103,16059,54.5,3,18.166666666666668
3103,24140,19.5,2,9.75
3103,26559,45.5,2,22.75
3106,5574,56.5,2,28.25
3106,10703,56.5,2,28.25
3106,14319,85.5,2,42.75
3106,29342,85.5,2,42.75
3106,30443,85.5,2,42.75
3107,4869,37.2,6,6.2
3107,7979,49.66666666666666,4,12.416666666666664
3107,24140,35.75,8,4.46875
3108,5085,49.5,2,24.75
3108,5474,48,2,24
3108,7360,17.5,2,8.75
3108,10376,42.33333333333333,3,14.111111111111109
3108,14495,64,4,16
3108,26660,29.333333333333332,3,9.777777777777777
3108,32288,50.5,2,25.25
3109,18630,52.33333333333333,3,17.444444444444443
3109,20150,37,2,18.5
3110,28601,61.5,7,8.785714285714286
3111,19359,44.5,2,22.25
3112,5387,104,2,52
3112,11497,16.5,3,5.5
3112,30804,31,8,3.875
3113,29657,51.5,7,7.357142857142857
3114,7728,20,2,10
3114,25895,66,2,33
3115,8456,21.5,2,10.75
3116,11180,49,2,24.5
3116,17785,49,2,24.5
3117,10409,78.5,2,39.25
3117,17317,72.5,2,36.25
3117,32242,76,2,38
3118,3468,33.800000000000004,45,0.7511111111111112
3118,4956,4.5,2,2.25
3118,20802,67,7,9.571428571428571
3118,23914,48,2,24
3118,26891,16.5,4,4.125
3118,31174,66.5,9,7.388888888888889
3118,32684,48.666666666666664,6,8.11111111111111
3119,7476,45,4,11.25
3119,10452,69.5,2,34.75
3119,15667,34.75,5,6.95
3119,25993,69.5,2,34.75
3120,22586,18,3,6
3121,23529,31.75,4,7.9375
3122,625,50,2,25
3122,5080,60.99999999999999,5,12.2
3122,21316,29.5,2,14.75
3122,22957,45.5,2,22.75
3122,27944,32.5,3,10.833333333333334
3123,3801,30.5,2,15.25
3123,9070,65.5,4,16.375
3124,12015,36.5,2,18.25
3125,3535,83,2,41.5
3125,4014,16.5,5,3.3
3125,10452,34.5,2,17.25
3127,11048,69.5,3,23.166666666666668
3128,7520,10.5,6,1.75
3129,1838,26.5,3,8.833333333333334
3129,1970,93,2,46.5
3132,3268,32.666666666666664,3,10.888888888888888
3132,9969,71.5,2,35.75
3132,11412,47,2,23.5
3132,14642,48.75,4,12.1875
3132,17910,59,3,19.666666666666668
3132,18006,23.33333333333333,4,5.833333333333332
3132,18476,58.5,2,29.25
3132,24834,27.833333333333336,7,3.9761904761904767
3132,26746,33,3,11
3132,29522,36.5,2,18.25
3134,14815,54,3,18
3134,19521,24,2,12
3134,30606,22.666666666666664,3,7.5555555555555545
3135,17910,56,3,18.666666666666668
3135,18954,37.5,11,3.409090909090909
3135,19382,56,4,14
3136,14047,0,5,0
3136,15125,1,5,0.2
3137,3957,55.33333333333333,3,18.444444444444443
3137,14846,58,2,29
3137,16262,14,3,4.666666666666667
3137,31938,14,6,2.3333333333333335
3138,24539,91.5,2,45.75
3139,4312,41,4,10.25
3139,4821,39.25,6,6.541666666666667
3139,6545,23.5,2,11.75
3139,14495,100,2,50
3139,18771,52.33333333333333,6,8.722222222222221
3139,20830,36.5,3,12.166666666666666
3139,24382,40.8,10,4.08
3139,24866,52,2,26
3139,25907,32,3,10.666666666666666
3139,27842,59.5,2,29.75
3139,31267,39.25,5,7.85
3142,5973,18,2,9
3142,14890,56.5,2,28.25
3142,26581,43,4,10.75
3143,878,100.5,2,50.25
3143,5423,75.5,2,37.75
3143,12467,61.5,2,30.75
3143,20748,100.5,2,50.25
3144,2510,36.833333333333336,6,6.138888888888889
3144,8705,52,2,26
3144,17860,40.400000000000006,5,8.080000000000002
3144,20039,14.5,2,7.25
3144,24664,22.666666666666664,3,7.5555555555555545
3144,32289,110.5,2,55.25
3145,1732,35,2,17.5
3145,7449,10,2,5
3145,16162,17.5,2,8.75
3145,20542,49.74999999999999,5,9.95
3145,30506,14.5,2,7.25
3145,31028,28.25,4,7.0625
3145,31087,45,2,22.5
3146,7644,70.66666666666666,3,23.555555555555554
3146,18742,80.5,2,40.25
3146,28664,60.5,2,30.25
3146,28728,60,2,30
3149,10063,42.5,2,21.25
3150,6086,21,2,10.5
3150,29345,67,3,22.333333333333332
3152,4576,3.5,2,1.75
3152,23050,104.5,2,52.25
3152,23246,94,2,47
3153,238,80.5,4,20.125
3153,7093,38,2,19
3153,12528,53.25,4,13.3125
3153,24197,71,14,5.071428571428571
3153,32349,25.25,6,4.208333333333333
3153,32568,57.5,3,19.166666666666668
3154,10849,73,3,24.333333333333332
3154,13061,45.5,3,15.166666666666666
3154,18154,45.5,2,22.75
3154,18630,19.5,2,9.75
3155,875,40.5,4,10.125
3155,2981,58.66666666666666,7,8.38095238095238
3155,4280,16.666666666666664,7,2.3809523809523805
3155,6960,15,2,7.5
3155,7239,53,2,26.5
3155,11188,51,7,7.285714285714286
3155,19638,15.5,2,7.75
3155,19976,102,4,25.5
3155,21290,51,2,25.5
3155,23360,31.5,2,15.75
3155,29301,77.5,2,38.75
3155,32450,51,2,25.5
3156,8076,5,3,1.6666666666666667
3156,8759,5,2,2.5
3156,12349,48.33333333333333,3,16.11111111111111
3156,27266,10,3,3.3333333333333335
3156,27318,22.5,3,7.5
3158,3535,39.75,4,9.9375
3158,7746,60,3,20
3158,19280,40,7,5.714285714285714
3158,28953,20,2,10
3159,8529,43,3,14.333333333333334
3159,10259,23.5,4,5.875
3159,20131,56.99999999999999,3,18.999999999999996
3160,702,19.666666666666664,5,3.9333333333333327
3160,2802,45,2,22.5
3160,4657,21.999999999999996,3,7.333333333333332
3160,17494,21,2,10.5
3160,18006,14,2,7
3160,19509,81.5,3,27.166666666666668
3160,25338,70,2,35
3160,28967,17.5,2,8.75
3161,2628,44.99999999999999,3,14.999999999999998
3161,2669,35.33333333333333,3,11.777777777777777
3161,2927,6,2,3
3161,9305,19.666666666666664,4,4.916666666666666
3161,10641,84.5,2,42.25
3161,11124,21,2,10.5
3161,11156,19,2,9.5
3161,14377,54.5,9,6.055555555555555
3161,14687,50,2,25
3161,16171,50,2,25
3161,19906,67.5,2,33.75
3161,21369,23,2,11.5
3161,26332,57,2,28.5
3161,26819,6,2,3
3161,27307,28.333333333333332,4,7.083333333333333
3161,27342,50,2,25
3161,30993,43.75,6,7.291666666666667
3161,32079,67.5,2,33.75
3162,18919,77,2,38.5
3163,16610,38.25,7,5.464285714285714
3163,20131,59,10,5.9
3163,24890,106,2,53
3164,13675,72.5,2,36.25
